"lingo";"stakeholder_key";"category_level1";"category_level2";"compoundgroup_name";"sampleobscore_key";"varname";"name";"label";"harmonisationlevel";"relatedinfo";"datatype_key";"samplegroup_key";"vartype_key";"sampleobscore_sort";"unit_key";"unit_name";"preferred_unit_name";"preferred_unit_key";"significantdecimals";"extensions";"formula";"zeroallowed";"min";"max";"p50";"p95";"chebi";"casnumber";"inchikey";"iupac";"refs";"molweight_grampermol";"projectname";"category_sort";"sampleobsbase_key";"sampleobsbase_name";"sampleobsbase_label"
"en";"Parc";"Exposure marker";"Mycotoxins";"Mycotoxins";"ttwo";"ttwo";"T-2 Toxin";"T-2";"HBM4EU";"parentcompound=T-2 Toxin (T-2) (casnumber=21259-20-1)";"decimal";"urine";"measured";12240;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;;"";"21259-20-1";"";"";"";;"HBM4EU Existing studies";10001;"T-2 Toxin";"T-2 Toxin";"T-2"
"en";"Parc";"Exposure marker";"Polycyclic Aromatic Hydrocarbons (PAHs)";"Polycyclic Aromatic Hydrocarbons (PAHs)";"twocry";"twocry";"Chrysen-2-ol";"2-CRY";"Parc";;"decimal";"urine";"measured";11300;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;0.004;0.004;"";"65945-06-4";"RSBSTIBFPNNSTH-UHFFFAOYSA-N";"";"https://pubchem.ncbi.nlm.nih.gov/compound/2-Hydroxychrysene";;"Parc Mixtures project";1006;"Chrysen-2-ol";"Chrysen-2-ol";"2-CRY"
"en";"Parc";"Exposure marker";"Phthalates";"Phthalates";"twofourdehtm";"twofourdehtm";"2,4-di-(2-ethylhexyl) trimellitate";"2,4-DEHTM";"HBM4EU";"parentcompound=Tri-(2-ethylhexyl) trimellitate (TOTM)";"decimal";"urine";"measured";10147;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;;"";"";"";"";"";434.6;"Parc dummy project";1001;"2,4-di-(2-ethylhexyl) trimellitate";"2,4-di-(2-ethylhexyl) trimellitate";"2,4-DEHTM"
"en";"Parc";"Exposure marker";"Phthalates";"Phthalates";"twofourdehtm";"twofourdehtm";"2,4-di-(2-ethylhexyl) trimellitate";"2,4-DEHTM";"HBM4EU";"parentcompound=Tri-(2-ethylhexyl) trimellitate (TOTM)";"decimal";"nail";"measured";10147;"ng/g";"ng/g";"ng/g";"ng/g";;"";"";;;;;;"";"";"";"";"";434.6;"Parc dummy project";1001;"2,4-di-(2-ethylhexyl) trimellitate";"2,4-di-(2-ethylhexyl) trimellitate";"2,4-DEHTM"
"en";"Parc";"Exposure marker";"Polycyclic Aromatic Hydrocarbons (PAHs)";"Polycyclic Aromatic Hydrocarbons (PAHs)";"twohfluo";"twohfluo";"2-hydroxyfluorene";"2-FLUO";"HBM4EU";"parentcompound=Fluorene (FLUO) (casnumber=86-73-7)";"decimal";"urine";"measured";11217;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;0.2868;1.92791333333333;"";"2443-58-5";"ZDOIAPGLORMKTR-UHFFFAOYSA-N";"";"";182.22;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc dummy project;Parc Mixtures project";1006;"2-hydroxyfluorene";"2-hydroxyfluorene";"2-FLUO"
"en";"Parc";"Exposure marker";"Polycyclic Aromatic Hydrocarbons (PAHs)";"Polycyclic Aromatic Hydrocarbons (PAHs)";"twohphe";"twohphe";"2-hydroxyphenanthrene";"2-PHEN";"HBM4EU";"parentcompound=Phenanthrene (PHE) (casnumber=85-01-8)";"decimal";"urine";"measured";11218;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;0.07414;0.301860833333333;"";"";"YPWLZGITFNGGKW-UHFFFAOYSA-N";"";"";194.23;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc dummy project;Parc Mixtures project";1006;"2-hydroxyphenanthrene";"2-hydroxyphenanthrene";"2-PHEN"
"en";"Parc";"Exposure marker";"Polycyclic Aromatic Hydrocarbons (PAHs)";"Polycyclic Aromatic Hydrocarbons (PAHs)";"twoohnap";"twoohnap";"2-hydroxynaphthalene";"2-NAPH";"HBM4EU";"parentcompound=Naphthalene (NAPH) (casnumber=91-20-3)";"decimal";"urine";"measured";11219;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;3.983042;22.91674;"";"135-19-3";"JWAZRIHNYRIHIV-UHFFFAOYSA-N";"";"";144.17;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc dummy project;Parc Mixtures project";1006;"2-hydroxynaphthalene";"2-hydroxynaphthalene";"2-NAPH"
"en";"Parc";"Exposure marker";"Mycotoxins";"Mycotoxins";"tzen";"tzen";"Total (free + conjugated) Zearalenone";"tZEN";"HBM4EU";"parentcompound=Zearalenone (ZEN) (casnumber=17924-92-4)";"decimal";"urine";"measured";12241;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;0.11;0.316;"";"17924-92-4";"";"";"";;"HBM4EU Existing studies";10001;"Zearalenone";"Zearalenone";"ZEN"
"en";"Parc";"Exposure marker";"Metals";"Metals";"u";"u";"Uranium";"U";"Parc";;"decimal";"urine";"measured";11530;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;0.003542;0.010657;"";"7440-61-1";"";"";"https://en.wikipedia.org/wiki/Uranium";;"Parc Mixtures project";1013;"Uranium";"Uranium";"U"
"en";"Parc";"Exposure marker";"Metals";"Metals";"u";"u";"Uranium";"U";"Parc";;"decimal";"blood";"measured";11530;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.00308186907416307;0.00518736605384161;"";"7440-61-1";"";"";"https://en.wikipedia.org/wiki/Uranium";;"Parc Mixtures project";1013;"Uranium";"Uranium";"U"
"en";"Parc";"General property";"Property of urine";"";"uvolume";"uvolume";"Urine volume";;"HBM4EU";;"decimal";"urine";"measured";1140;"L";"L";"L";"L";;"";"";;;;;;"";"";"";"";"";;"HBM4EU Aligned studies";4002;"Urine volume";"Urine volume";""
"en";"Parc";"General property";"Property of urine";"";"uvolumeday";"uvolumeday";"Urine void volume per 24h";;"HBM4EU";;"decimal";"urine";"measured";1141;"L";"L";"L";"L";;"";"";;;;;;"";"";"";"";"";;"HBM4EU Aligned studies";4002;"Urine void volume per 24h";"Urine void volume per 24h";""
"en";"Parc";"Exposure marker";"Metals";"Metals";"v";"v";"Vanadium";"V";"Parc";;"decimal";"urine";"measured";11522;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;0.0615138020922704;0.110377578229629;"";"7440-62-2";"";"";"https://en.wikipedia.org/wiki/Vanadium";;"Parc Mixtures project";1013;"Vanadium";"Vanadium";"V"
"en";"Parc";"Exposure marker";"Metals";"Metals";"v";"v";"Vanadium";"V";"Parc";;"decimal";"blood";"measured";11522;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.0167423794293306;0.0540823119390078;"";"7440-62-2";"";"";"https://en.wikipedia.org/wiki/Vanadium";;"Parc Mixtures project";1013;"Vanadium";"Vanadium";"V"
"en";"Parc";"Exposure marker";"Metals";"Metals";"w";"w";"Tungsten";"W";"Parc";;"decimal";"urine";"measured";11528;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;0.141059318181818;0.451536818181818;"";"7440-33-7";"";"";"https://en.wikipedia.org/wiki/Tungsten";;"Parc Mixtures project";1013;"Tungsten";"Tungsten";"W"
"en";"Parc";"Exposure marker";"Metals";"Metals";"w";"w";"Tungsten";"W";"Parc";;"decimal";"blood";"measured";11528;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"7440-33-7";"";"";"https://en.wikipedia.org/wiki/Tungsten";;"Parc Mixtures project";1013;"Tungsten";"Tungsten";"W"
"en";"Parc";"Exposure marker";"Pesticides";"Pesticides";"ychlor";"ychlor";"Trans-chlordane";"γ-chlordane";"Parc";;"decimal";"blood";"measured";12552;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.005;0.005;"";"5103-74-2";"BIWJNBZANLAXMG-GPTKHRSPSA-N";"";"https://pubchem.ncbi.nlm.nih.gov/compound/trans-gamma-Chlordane";;"Parc Mixtures project";1008;"Trans-chlordane";"Trans-chlordane";"γ-chlordane"
"en";"Parc";"Exposure marker";"Mycotoxins";"Mycotoxins";"zan";"zan";"Zearalanone";"ZAN";"HBM4EU";"parentcompound=Zearalenone (ZEN) (casnumber=17924-92-4)";"decimal";"urine";"measured";12241;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;;"";"5975-78-0";"";"";"";;"HBM4EU Existing studies";10001;"Zearalanone";"Zearalanone";"ZAN"
"en";"Parc";"Exposure marker";"Mycotoxins";"Mycotoxins";"zensulf";"zensulf";"Zearalenone-14-sulphate";"ZEN-14-S";"HBM4EU";"parentcompound=Zearalenone (ZEN) (casnumber=17924-92-4)";"decimal";"urine";"measured";12244;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;;"";"";"";"";"";;"HBM4EU Existing studies";10001;"Zearalenone-14-sulphate";"Zearalenone-14-sulphate";"ZEN-14-S"
"en";"Parc";"Exposure marker";"Metals";"Metals";"zn";"zn";"Zinc";"Zn";"Parc";;"decimal";"urine";"measured";11521;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;338.127375909091;1134.22312840909;"";"7440-66-6";"HCHKCACWOHOZIP-UHFFFAOYSA-N;PLSXAKJQEDOMBH-UHFFFAOYSA-N;UFLZNUWLGDSEQA-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1013;"Zinc";"Zinc";"Zn"
"en";"Parc";"Exposure marker";"Metals";"Metals";"zn";"zn";"Zinc";"Zn";"Parc";;"decimal";"blood";"measured";11521;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;3079.5;3965;"";"7440-66-6";"HCHKCACWOHOZIP-UHFFFAOYSA-N;PLSXAKJQEDOMBH-UHFFFAOYSA-N;UFLZNUWLGDSEQA-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1013;"Zinc";"Zinc";"Zn"
"en";"Parc";"Exposure marker";"Metals";"Metals";"zn";"zn";"Zinc";"Zn";"Parc";;"decimal";"cord blood";"measured";11521;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;1580.776941;4317.686606;"";"7440-66-6";"HCHKCACWOHOZIP-UHFFFAOYSA-N;PLSXAKJQEDOMBH-UHFFFAOYSA-N;UFLZNUWLGDSEQA-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1013;"Zinc";"Zinc";"Zn"
"en";"FHBM";"Exposure marker";"Metals";"Metals";"pb";"pb";"Lead";"Pb";"HBM4EU";"parentcompound=Lead (Pb) (casnumber=7439-92-1)";"decimal";"food";"measured";11511;"mg/kg";"mg/kg";"mg/kg";"mg/kg";;;;;;;;;"";"7439-92-1";"AERBNCYCJBRYDG-KSZLIROESA-N;RVPVRDXYQKGNMQ-UHFFFAOYSA-N";"";"";;"hbmhoboken";1013;"Lead";"Lead";"Pb"
"en";"FHBM";"Exposure marker";"Metals";"Metals";"tas";"tas";"Measured Total arsenic";"Measured As total";"HBM4EU";"related to= Arsenic(III) acid (As(III));Arsenic(V) acid (As(V));Arsenobetaine (AsB);Dimethylarsinic (DMA);Monomethylarsonic (MMA)";"decimal";"food";"measured";11512;"mg/kg";"mg/kg";"mg/kg";"mg/kg";;;;;;;;;"";"";"";"";"";;"hbmhoboken";1013;"";"";""
"en";"FHBM";"Exposure marker";"Metals";"Metals";"cd";"cd";"Cadmium";"Cd";"HBM4EU";"parentcompound=Cadmium (Cd) (casnumber=7440-43-9)";"decimal";"food";"measured";11503;"mg/kg";"mg/kg";"mg/kg";"mg/kg";;;;;;;;;"";"7440-43-9";"BDOSMKKIYDKNTQ-UHFFFAOYSA-N";"";"";;"hbmhoboken";1013;"Cadmium";"Cadmium";"Cd"
"nl";"Parc";"Exposure marker";"Acrylamide";"Acrylamide";"aama";"aama";"N-acetyl-S-(2-carbamoyl-ethyl)cysteine";"AAMA";"HBM4EU";"parentcompound=Acrylamide";"decimal";"urine";"measured";12000;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;57.17625;211.941;"";"81690-92-8";"";"";"";;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc Mixtures project";10000;"N-acetyl-S-(2-carbamoyl-ethyl)cysteine";"N-acetyl-S-(2-carbamoyl-ethyl)cysteine";"AAMA"
"nl";"Parc";"Exposure marker";"Acrylamide";"Acrylamide";"aamasulf";"aamasulf";"N-acetyl-S-(2-carbamoyl-ethyl)-L-cysteine-sulfoxide";"AAMA-sulf";"HBM4EU";"parentcompound=Acrylamide";"decimal";"urine";"measured";12004;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;35.57;116.3928;"";"861959-88-8";"";"";"";;"HBM4EU Existing studies";10000;"N-acetyl-S-(2-carbamoyl-ethyl)-L-cysteine-sulfoxide";"N-acetyl-S-(2-carbamoyl-ethyl)-L-cysteine-sulfoxide";"AAMA-sulf"
"nl";"Parc";"Exposure marker";"Polycyclic Aromatic Hydrocarbons (PAHs)";"Polycyclic Aromatic Hydrocarbons (PAHs)";"ace";"ace";"Acenafteen";"ACE";"HBM4EU";"parentcompound=Acenafteen (ACE) (casnumber=83-32-9)";"decimal";"urine";"measured";11248;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;0.0014;0.0028;"";"83-32-9";"CWRYPZZKDGJXCA-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1006;"Acenaphthene";"Acenafteen";"ACE"
"nl";"Parc";"Exposure marker";"Pesticides";"Pesticides";"acetamiprid";"acetamiprid";"N-[(6-chloropyridin-3-yl)methyl]-N'-cyano-N-methylethanimidamide";"Acetamiprid";"Parc";"parentcompound=N-[(6-chloropyridin-3-yl)methyl]-N'-cyano-N-methylethanimidamide (Acetamiprid) (casnumber=160430-64-8)";"decimal";"urine";"measured";13047;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;;"";"160430-64-8";"WCXDHFDTOYPNIE-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1008;"N-[(6-chloropyridin-3-yl)methyl]-N'-cyano-N-methylethanimidamide";"N-[(6-chloropyridin-3-yl)methyl]-N'-cyano-N-methylethanimidamide";"Acetamiprid"
"nl";"Parc";"Exposure marker";"Pesticides";"Pesticides";"acetamipridndes";"acetamipridndes";"Acetamiprid-N-desmethyl";"Acetamiprid-N-desmethyl";"Parc";"parentcompound=N-[(6-chloropyridin-3-yl)methyl]-N'-cyano-N-methylethanimidamide (Acetamiprid) (casnumber=160430-64-8)";"decimal";"urine";"measured";13007;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;0.5545;1.65645;"";"190604-92-3";"AYEAUPRZTZWBBF-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1008;"Acetamiprid-N-desmethyl";"Acetamiprid-N-desmethyl";"Acetamiprid-N-desmethyl"
"nl";"Parc";"Exposure marker";"Pesticides";"Pesticides";"achlor";"achlor";"Cis-chlordane";;"Parc";;"decimal";"blood";"measured";12550;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.01;0.01;"";"5103-71-9";"BIWJNBZANLAXMG-KMMBHOGFSA-N";"";"https://pubchem.ncbi.nlm.nih.gov/compound/alpha-chlordane";;"Parc Mixtures project";1008;"Cis-chlordane";"Cis-chlordane";""
"nl";"Parc";"Exposure marker";"Polycyclic Aromatic Hydrocarbons (PAHs)";"Polycyclic Aromatic Hydrocarbons (PAHs)";"acy";"acy";"Acenaftyleen";"ACY";"HBM4EU";"parentcompound=Acenaftyleen (ACY) (casnumber=208-96-8)";"decimal";"urine";"measured";11249;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;0.0015;0.0022;"";"208-96-8";"HXGDTGSAIMULJN-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1006;"Acenaphthylene";"Acenaftyleen";"ACY"
"nl";"Parc";"Effect marker";"Cardiometabolic parameters";"";"adipon";"adipon";"Adiponectine";;"HBM4EU";;"decimal";"blood";"measured";205;"µg/mL";"µg/mL";"µg/mL";"µg/mL";;"";"";0;;;9.262;16.3865;"";"";"";"";"";;"HBM4EU Aligned studies";421;"Adiponectine";"Adiponectine";""
"nl";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"adp";"adp";"Anti-dechloraan plus";;"HBM4EU";"parentcompound=Anti-dechloraan plus (casnumber=135821-74-8)";"decimal";"urine";"measured";10702;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;;"";"135821-74-8";"";"";"";653.73;"Parc dummy project;Parc Mixtures project";1004;"Anti-dechlorane plus";"Anti-dechloraan plus";""
"nl";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"adp";"adp";"Anti-dechloraan plus";;"HBM4EU";"parentcompound=Anti-dechloraan plus (casnumber=135821-74-8)";"decimal";"blood";"measured";10702;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";0;;;0.007875;0.088365;"";"135821-74-8";"";"";"";653.73;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc dummy project;Parc Mixtures project";1004;"Anti-dechlorane plus";"Anti-dechloraan plus";""
"nl";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"adp";"adp";"Anti-dechloraan plus";;"HBM4EU";"parentcompound=Anti-dechloraan plus (casnumber=135821-74-8)";"decimal";"breast milk";"measured";10702;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"";"135821-74-8";"";"";"";653.73;"Parc dummy project";1004;"Anti-dechlorane plus";"Anti-dechloraan plus";""
"nl";"FHBM";"Effect marker";"Liver function";"";"af";"af";"Alkalische fosfatasen";;"Vito";;"decimal";"blood";"measured";123;"IU/L";"IU/L";"IU/L";"IU/L";;"";"";0;;;;;"";"";"";"";"";;"ZWPFASPhase2";2003;"Alkaline Phosphatases";"Alkalische fosfatasen";""
"nl";"Parc";"Exposure marker";"Mycotoxins";"Mycotoxins";"afbgua";"afbgua";"AFB-N7-guanine";;"HBM4EU";"parentcompound=Aflatoxine B1 (casnumber=1162-65-8)";"decimal";"urine";"measured";12201;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;;"";"";"";"";"";;"HBM4EU Existing studies";10001;"AFB-N7-guanine";"AFB-N7-guanine";""
"nl";"Parc";"Exposure marker";"Mycotoxins";"Mycotoxins";"afbone";"afbone";"Aflatoxine B1";;"HBM4EU";"parentcompound=Aflatoxine B1 (casnumber=1162-65-8)";"decimal";"urine";"measured";12212;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;;"";"1162-65-8";"";"";"";;"HBM4EU Existing studies;Parc Mixtures project";10001;"Aflatoxin B1";"Aflatoxine B1";""
"nl";"Parc";"Exposure marker";"Mycotoxins";"Mycotoxins";"afbone";"afbone";"Aflatoxine B1";;"HBM4EU";"parentcompound=Aflatoxine B1 (casnumber=1162-65-8)";"decimal";"blood";"measured";12212;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.038;0.02;"";"1162-65-8";"";"";"";;"Parc Mixtures project";10001;"Aflatoxin B1";"Aflatoxine B1";""
"nl";"Parc";"Exposure marker";"Mycotoxins";"Mycotoxins";"afbtwo";"afbtwo";"Aflatoxine B2";;"HBM4EU";"parentcompound=Aflatoxine B2 (casnumber=7220-81-7)";"decimal";"urine";"measured";12213;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;;"";"7220-81-7";"";"";"";;"HBM4EU Existing studies;Parc Mixtures project";10001;"Aflatoxin B2";"Aflatoxine B2";""
"nl";"Parc";"Exposure marker";"Mycotoxins";"Mycotoxins";"afgone";"afgone";"Aflatoxine G1";;"HBM4EU";"parentcompound=Aflatoxine G1 (casnumber=1165-39-5)";"decimal";"urine";"measured";12214;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;;"";"1165-39-5";"";"";"";;"HBM4EU Existing studies;Parc Mixtures project";10001;"Aflatoxin G1";"Aflatoxine G1";""
"nl";"Parc";"Exposure marker";"Mycotoxins";"Mycotoxins";"afgtwo";"afgtwo";"Aflatoxine G2";;"HBM4EU";"parentcompound=Aflatoxine G2 (casnumber=7241-98-7)";"decimal";"urine";"measured";12215;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;;"";"7241-98-7";"";"";"";;"HBM4EU Existing studies;Parc Mixtures project";10001;"Aflatoxin G2";"Aflatoxine G2";""
"nl";"Parc";"Exposure marker";"Mycotoxins";"Mycotoxins";"afm";"afm";"Aflatoxine M1";;"HBM4EU";"parentcompound=Aflatoxine B1 (casnumber=1162-65-8)";"decimal";"urine";"measured";12203;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;;"";"6795-23-9";"";"";"";;"HBM4EU Existing studies;Parc Mixtures project";10001;"Aflatoxin M1";"Aflatoxine M1";""
"nl";"Parc";"Exposure marker";"Metals";"Metals";"ag";"ag";"Zilver";"Ag";"Parc";;"decimal";"urine";"measured";11580;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;0.00985428119545341;0.0520254341852631;"";"7440-22-4";"";"";"";;"Parc Mixtures project";1013;"Argentum";"Zilver";"Ag"
"nl";"Parc";"Exposure marker";"Metals";"Metals";"ag";"ag";"Zilver";"Ag";"Parc";;"decimal";"blood";"measured";11580;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.0263085962789036;0.0600362331210716;"";"7440-22-4";"";"";"";;"Parc Mixtures project";1013;"Argentum";"Zilver";"Ag"
"nl";"Parc";"Exposure marker";"Pesticides";"Pesticides";"ahch";"ahch";"Alpha-hexachlorocyclohexane";;"Parc";;"decimal";"blood";"measured";12551;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"319-84-6";"";"";"https://en.wikipedia.org/wiki/Alpha-Hexachlorocyclohexane";;"Parc Mixtures project";1008;"Alpha-hexachlorocyclohexane";"Alpha-hexachlorocyclohexane";""
"nl";"Parc";"Exposure marker";"Musks";"Musks";"ahtn";"ahtn";"Tonalide";"AHTN";"Parc";;"decimal";"blood";"measured";11800;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.000127;0.000244;"";"";"DNRJTBAOUJJKDY-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1018;"Tonalide";"Tonalide";"AHTN"
"nl";"Parc";"Exposure marker";"Metals";"Metals";"al";"al";"Aluminium";"Al";"Parc";;"decimal";"urine";"measured";11534;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;2.84138363636364;7.62023863636364;"";"7429-90-5";"";"";"https://en.wikipedia.org/wiki/Aluminium";;"Parc Mixtures project";1013;"Aluminium";"Aluminium";"Al"
"nl";"Parc";"Exposure marker";"Metals";"Metals";"al";"al";"Aluminium";"Al";"Parc";;"decimal";"blood";"measured";11534;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;13.6625050641677;25.0568061617414;"";"7429-90-5";"";"";"https://en.wikipedia.org/wiki/Aluminium";;"Parc Mixtures project";1013;"Aluminium";"Aluminium";"Al"
"nl";"Parc";"Exposure marker";"Herbicides";"Herbicides";"alchlor";"alchlor";"2-Chloor-N-(2,6-diethylfenyl)-N-(methoxymethyl)aceetamide";;"Parc";"parentcompound=2-Chloor-N-(2,6-diethylfenyl)-N-(methoxymethyl)aceetamide (casnumber=15972-60-8)";"decimal";"urine";"measured";19000;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;;"";"15972-60-8";"XCSGPAVHZFQHGE-UHFFFAOYSA-N";"";"https://pubchem.ncbi.nlm.nih.gov/compound/122590370";;"Parc Mixtures project";3001;"2-Chloro-N-(2,6-diethylphenyl)-N-(methoxymethyl)acetamide";"2-Chloor-N-(2,6-diethylfenyl)-N-(methoxymethyl)aceetamide";""
"nl";"Parc";"Exposure marker";"Pesticides";"Pesticides";"aldrin";"aldrin";"Aldrin";;"Parc";"parentcompound=Aldrin (casnumber=309-00-2)";"decimal";"blood";"measured";12527;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.01;0.01;"";"309-00-2";"QBYJBZPUGVGKQQ-SJJAEHHWSA-N";"";"https://pubchem.ncbi.nlm.nih.gov/compound/Aldrin";;"Parc Mixtures project";1008;"Aldrin";"Aldrin";""
"nl";"Parc";"Exposure marker";"Herbicides";"Herbicides";"almer";"almer";"Alachlor mercapturate";;"Parc";"parentcompound=2-Chloor-N-(2,6-diethylfenyl)-N-(methoxymethyl)aceetamide (casnumber=15972-60-8)";"decimal";"urine";"measured";19001;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;;"";"116482-92-9";"";"";"https://pubchem.ncbi.nlm.nih.gov/compound/Alachlor-mercapturate";;"Parc Mixtures project";3001;"Alachlor mercapturate";"Alachlor mercapturate";""
"nl";"Parc";"Exposure marker";"Aprotic solvents";"Aprotic solvents";"amcc";"amcc";"N-Acetyl-S-(N-methylcarbamoyl)cysteine";;"HBM4EU";"parentcompound=N,N-dimethylformamide (casnumber=68-12-2)";"decimal";"urine";"measured";13200;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;;"";"103974-29-4";"";"";"";;"Parc Mixtures project";1010;"N-Acetyl-S-(N-methylcarbamoyl)cysteine";"N-Acetyl-S-(N-methylcarbamoyl)cysteine";""
"nl";"Parc";"Exposure marker";"Mycotoxins";"Mycotoxins";"ame";"ame";"Alternariol monomethylether";;"HBM4EU";"parentcompound=Alternariol monomethylether (casnumber=23452-05-3)";"decimal";"urine";"measured";12216;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;0.027;0.202;"";"23452-05-3";"";"";"";;"HBM4EU Existing studies";10001;"Alternariol Monomethyl Ether";"Alternariol monomethylether";""
"nl";"Parc";"Exposure marker";"Pesticides";"Pesticides";"ampa";"ampa";"Aminomethylfosfoonzuur";"AMPA";"HBM4EU";"parentcompound=Glyfosaat (GLY) (casnumber=1071-83-6)";"decimal";"urine";"measured";12500;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;0.085;0.396515;"";"1066-51-9";"MGRVRXRGTBOSHW-UHFFFAOYSA-N";"";"";111.04;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc dummy project;Parc Mixtures project";1008;"Aminomethylyphosphonic acid";"Aminomethylfosfoonzuur";"AMPA"
"nl";"Parc";"Exposure marker";"Polycyclic Aromatic Hydrocarbons (PAHs)";"Polycyclic Aromatic Hydrocarbons (PAHs)";"an";"an";"Antraceen";;"HBM4EU";"parentcompound=Antraceen (casnumber=120-12-7)";"decimal";"urine";"measured";11220;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;;0.19;"";"120-12-7";"";"";"";;"HBM4EU Existing studies";1006;"Anthracene";"Antraceen";""
"nl";"Parc";"Exposure marker";"Mycotoxins";"Mycotoxins";"aoh";"aoh";"Alternariol";;"HBM4EU";"parentcompound=Alternariol (casnumber=641-38-3)";"decimal";"urine";"measured";12217;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;;"";"641-38-3";"";"";"";;"HBM4EU Existing studies";10001;"Alternariol";"Alternariol";""
