"sampleobscore_id";"sampleobscore_key";"varname";"sort";"vartype_key";"datatype_key";"relatedvarnames";"vartypedetail_key";"label_en";"name_en";"label_nl";"name_nl";"zeroallowed";"significantdecimals";"formula";"samplegroup_key";"unit_key";"extensions";"sampleobsprop_id"
29127;"bde203";"bde203";10794;"measured";"decimal";;"measured";"BDE-203";"2,2',3,4,4',5,5',6-Octabromodiphenyl ether";"BDE-203";"2,2',3,4,4',5,5',6-Octabroomdifenylether";;;"";"placenta tissue";"ng/g";"";""
29127;"bde203";"bde203";10794;"measured";"decimal";;"measured";"BDE-203";"2,2',3,4,4',5,5',6-Octabromodiphenyl ether";"BDE-203";"2,2',3,4,4',5,5',6-Octabroomdifenylether";;;"";"bloodcells";"µg/L";"";""
29128;"thb";"thb";13509;"measured";"decimal";;"measured";"THB";"2,3,4 trihydroxybenzophenone";"THB";"2,3,4 trihydroxybenzofenon";;;"";"blood";"µg/L";"";""
29128;"thb";"thb";13509;"measured";"decimal";;"measured";"THB";"2,3,4 trihydroxybenzophenone";"THB";"2,3,4 trihydroxybenzofenon";;;"";"breast milk";"µg/L";"";""
29128;"thb";"thb";13509;"measured";"decimal";;"measured";"THB";"2,3,4 trihydroxybenzophenone";"THB";"2,3,4 trihydroxybenzofenon";;;"";"nail";"ng/g";"";""
29128;"thb";"thb";13509;"measured";"decimal";;"measured";"THB";"2,3,4 trihydroxybenzophenone";"THB";"2,3,4 trihydroxybenzofenon";;;"";"cord blood";"µg/L";"";""
29128;"thb";"thb";13509;"measured";"decimal";;"measured";"THB";"2,3,4 trihydroxybenzophenone";"THB";"2,3,4 trihydroxybenzofenon";;;"";"saliva/sputum";"µg/L";"";""
29128;"thb";"thb";13509;"measured";"decimal";;"measured";"THB";"2,3,4 trihydroxybenzophenone";"THB";"2,3,4 trihydroxybenzofenon";;;"";"hair";"ng/g";"";""
29128;"thb";"thb";13509;"measured";"decimal";;"measured";"THB";"2,3,4 trihydroxybenzophenone";"THB";"2,3,4 trihydroxybenzofenon";;;"";"placenta tissue";"ng/g";"";""
29128;"thb";"thb";13509;"measured";"decimal";;"measured";"THB";"2,3,4 trihydroxybenzophenone";"THB";"2,3,4 trihydroxybenzofenon";;;"";"bloodcells";"µg/L";"";""
29129;"tbba";"tbba";10749;"measured";"decimal";;"measured";"TBBA";"2,3,4,5-tetrabromo benzoic acid";"";"2,3,4,5-tetrabroombenzoëzuur";;;"";"nail";"ng/g";"";""
29129;"tbba";"tbba";10749;"measured";"decimal";;"measured";"TBBA";"2,3,4,5-tetrabromo benzoic acid";"";"2,3,4,5-tetrabroombenzoëzuur";;;"";"amniotic fluid";"µg/L";"";""
29129;"tbba";"tbba";10749;"measured";"decimal";;"measured";"TBBA";"2,3,4,5-tetrabromo benzoic acid";"";"2,3,4,5-tetrabroombenzoëzuur";;;"";"cord blood";"µg/L";"lip";""
29129;"tbba";"tbba";10749;"measured";"decimal";;"measured";"TBBA";"2,3,4,5-tetrabromo benzoic acid";"";"2,3,4,5-tetrabroombenzoëzuur";;;"";"saliva/sputum";"µg/L";"";""
29129;"tbba";"tbba";10749;"measured";"decimal";;"measured";"TBBA";"2,3,4,5-tetrabromo benzoic acid";"";"2,3,4,5-tetrabroombenzoëzuur";;;"";"hair";"ng/g";"";""
29129;"tbba";"tbba";10749;"measured";"decimal";;"measured";"TBBA";"2,3,4,5-tetrabromo benzoic acid";"";"2,3,4,5-tetrabroombenzoëzuur";;;"";"placenta tissue";"ng/g";"";""
29129;"tbba";"tbba";10749;"measured";"decimal";;"measured";"TBBA";"2,3,4,5-tetrabromo benzoic acid";"";"2,3,4,5-tetrabroombenzoëzuur";;;"";"bloodcells";"µg/L";"";""
29130;"pcdf130";"pcdf130";16706;"measured";"decimal";;"measured";"2,3,4,6,7,8-HxCDF";"2,3,4,6,7,8-Hexatachlorodibenzofuran";"";"2,3,4,6,7,8-hexatachloordibenzofuran";;;"";"urine";"µg/L";"";""
29130;"pcdf130";"pcdf130";16706;"measured";"decimal";;"measured";"2,3,4,6,7,8-HxCDF";"2,3,4,6,7,8-Hexatachlorodibenzofuran";"";"2,3,4,6,7,8-hexatachloordibenzofuran";;;"";"breast milk";"µg/L";"";""
29130;"pcdf130";"pcdf130";16706;"measured";"decimal";;"measured";"2,3,4,6,7,8-HxCDF";"2,3,4,6,7,8-Hexatachlorodibenzofuran";"";"2,3,4,6,7,8-hexatachloordibenzofuran";;;"";"nail";"ng/g";"";""
29130;"pcdf130";"pcdf130";16706;"measured";"decimal";;"measured";"2,3,4,6,7,8-HxCDF";"2,3,4,6,7,8-Hexatachlorodibenzofuran";"";"2,3,4,6,7,8-hexatachloordibenzofuran";;;"";"amniotic fluid";"µg/L";"";""
29130;"pcdf130";"pcdf130";16706;"measured";"decimal";;"measured";"2,3,4,6,7,8-HxCDF";"2,3,4,6,7,8-Hexatachlorodibenzofuran";"";"2,3,4,6,7,8-hexatachloordibenzofuran";;;"";"cord blood";"µg/L";"lip";""
29130;"pcdf130";"pcdf130";16706;"measured";"decimal";;"measured";"2,3,4,6,7,8-HxCDF";"2,3,4,6,7,8-Hexatachlorodibenzofuran";"";"2,3,4,6,7,8-hexatachloordibenzofuran";;;"";"saliva/sputum";"µg/L";"";""
29130;"pcdf130";"pcdf130";16706;"measured";"decimal";;"measured";"2,3,4,6,7,8-HxCDF";"2,3,4,6,7,8-Hexatachlorodibenzofuran";"";"2,3,4,6,7,8-hexatachloordibenzofuran";;;"";"hair";"ng/g";"";""
29130;"pcdf130";"pcdf130";16706;"measured";"decimal";;"measured";"2,3,4,6,7,8-HxCDF";"2,3,4,6,7,8-Hexatachlorodibenzofuran";"";"2,3,4,6,7,8-hexatachloordibenzofuran";;;"";"placenta tissue";"ng/g";"";""
29130;"pcdf130";"pcdf130";16706;"measured";"decimal";;"measured";"2,3,4,6,7,8-HxCDF";"2,3,4,6,7,8-Hexatachlorodibenzofuran";"";"2,3,4,6,7,8-hexatachloordibenzofuran";;;"";"bloodcells";"µg/L";"";""
29131;"tecp2346";"tecp2346";12515;"measured";"decimal";;"measured";"2,3,4,6-TeCP";"2,3,4,6-Tetrachlorophenol";"";"2,3,4,6-tetrachloorfenol";;;"";"breast milk";"µg/L";"";""
29131;"tecp2346";"tecp2346";12515;"measured";"decimal";;"measured";"2,3,4,6-TeCP";"2,3,4,6-Tetrachlorophenol";"";"2,3,4,6-tetrachloorfenol";;;"";"nail";"ng/g";"";""
29131;"tecp2346";"tecp2346";12515;"measured";"decimal";;"measured";"2,3,4,6-TeCP";"2,3,4,6-Tetrachlorophenol";"";"2,3,4,6-tetrachloorfenol";;;"";"amniotic fluid";"µg/L";"";""
29131;"tecp2346";"tecp2346";12515;"measured";"decimal";;"measured";"2,3,4,6-TeCP";"2,3,4,6-Tetrachlorophenol";"";"2,3,4,6-tetrachloorfenol";;;"";"cord blood";"µg/L";"";""
29131;"tecp2346";"tecp2346";12515;"measured";"decimal";;"measured";"2,3,4,6-TeCP";"2,3,4,6-Tetrachlorophenol";"";"2,3,4,6-tetrachloorfenol";;;"";"saliva/sputum";"µg/L";"";""
29131;"tecp2346";"tecp2346";12515;"measured";"decimal";;"measured";"2,3,4,6-TeCP";"2,3,4,6-Tetrachlorophenol";"";"2,3,4,6-tetrachloorfenol";;;"";"hair";"ng/g";"";""
29131;"tecp2346";"tecp2346";12515;"measured";"decimal";;"measured";"2,3,4,6-TeCP";"2,3,4,6-Tetrachlorophenol";"";"2,3,4,6-tetrachloorfenol";;;"";"placenta tissue";"ng/g";"";""
29131;"tecp2346";"tecp2346";12515;"measured";"decimal";;"measured";"2,3,4,6-TeCP";"2,3,4,6-Tetrachlorophenol";"";"2,3,4,6-tetrachloorfenol";;;"";"bloodcells";"µg/L";"";""
29132;"pcdf114";"pcdf114";16707;"measured";"decimal";;"measured";"2,3,4,7,8-PeCDF";"2,3,4,7,8-Pentachlorodibenzofuran";"";"2,3,4,7,8-pentachloordibenzofuran";;;"";"urine";"µg/L";"";""
29132;"pcdf114";"pcdf114";16707;"measured";"decimal";;"measured";"2,3,4,7,8-PeCDF";"2,3,4,7,8-Pentachlorodibenzofuran";"";"2,3,4,7,8-pentachloordibenzofuran";;;"";"breast milk";"µg/L";"";""
29132;"pcdf114";"pcdf114";16707;"measured";"decimal";;"measured";"2,3,4,7,8-PeCDF";"2,3,4,7,8-Pentachlorodibenzofuran";"";"2,3,4,7,8-pentachloordibenzofuran";;;"";"nail";"ng/g";"";""
29132;"pcdf114";"pcdf114";16707;"measured";"decimal";;"measured";"2,3,4,7,8-PeCDF";"2,3,4,7,8-Pentachlorodibenzofuran";"";"2,3,4,7,8-pentachloordibenzofuran";;;"";"amniotic fluid";"µg/L";"";""
29132;"pcdf114";"pcdf114";16707;"measured";"decimal";;"measured";"2,3,4,7,8-PeCDF";"2,3,4,7,8-Pentachlorodibenzofuran";"";"2,3,4,7,8-pentachloordibenzofuran";;;"";"cord blood";"µg/L";"lip";""
29132;"pcdf114";"pcdf114";16707;"measured";"decimal";;"measured";"2,3,4,7,8-PeCDF";"2,3,4,7,8-Pentachlorodibenzofuran";"";"2,3,4,7,8-pentachloordibenzofuran";;;"";"saliva/sputum";"µg/L";"";""
29132;"pcdf114";"pcdf114";16707;"measured";"decimal";;"measured";"2,3,4,7,8-PeCDF";"2,3,4,7,8-Pentachlorodibenzofuran";"";"2,3,4,7,8-pentachloordibenzofuran";;;"";"hair";"ng/g";"";""
29132;"pcdf114";"pcdf114";16707;"measured";"decimal";;"measured";"2,3,4,7,8-PeCDF";"2,3,4,7,8-Pentachlorodibenzofuran";"";"2,3,4,7,8-pentachloordibenzofuran";;;"";"placenta tissue";"ng/g";"";""
29132;"pcdf114";"pcdf114";16707;"measured";"decimal";;"measured";"2,3,4,7,8-PeCDF";"2,3,4,7,8-Pentachlorodibenzofuran";"";"2,3,4,7,8-pentachloordibenzofuran";;;"";"bloodcells";"µg/L";"";""
29133;"tcp234";"tcp234";12516;"measured";"decimal";;"measured";"2,3,4-TCP";"2,3,4-Trichlorophenol";"";"2,3,4-trichloorfenol";;;"";"breast milk";"µg/L";"";""
29133;"tcp234";"tcp234";12516;"measured";"decimal";;"measured";"2,3,4-TCP";"2,3,4-Trichlorophenol";"";"2,3,4-trichloorfenol";;;"";"nail";"ng/g";"";""
29133;"tcp234";"tcp234";12516;"measured";"decimal";;"measured";"2,3,4-TCP";"2,3,4-Trichlorophenol";"";"2,3,4-trichloorfenol";;;"";"amniotic fluid";"µg/L";"";""
29133;"tcp234";"tcp234";12516;"measured";"decimal";;"measured";"2,3,4-TCP";"2,3,4-Trichlorophenol";"";"2,3,4-trichloorfenol";;;"";"cord blood";"µg/L";"";""
29133;"tcp234";"tcp234";12516;"measured";"decimal";;"measured";"2,3,4-TCP";"2,3,4-Trichlorophenol";"";"2,3,4-trichloorfenol";;;"";"saliva/sputum";"µg/L";"";""
29133;"tcp234";"tcp234";12516;"measured";"decimal";;"measured";"2,3,4-TCP";"2,3,4-Trichlorophenol";"";"2,3,4-trichloorfenol";;;"";"hair";"ng/g";"";""
29133;"tcp234";"tcp234";12516;"measured";"decimal";;"measured";"2,3,4-TCP";"2,3,4-Trichlorophenol";"";"2,3,4-trichloorfenol";;;"";"placenta tissue";"ng/g";"";""
29133;"tcp234";"tcp234";12516;"measured";"decimal";;"measured";"2,3,4-TCP";"2,3,4-Trichlorophenol";"";"2,3,4-trichloorfenol";;;"";"bloodcells";"µg/L";"";""
29134;"tbx";"tbx";10753;"measured";"decimal";;"measured";"TBX";"2,3,5,6-tetrabromo-p-xylene";"";"2,3,5,6-tetrabroom-p-xyleen";;;"";"nail";"ng/g";"";""
29134;"tbx";"tbx";10753;"measured";"decimal";;"measured";"TBX";"2,3,5,6-tetrabromo-p-xylene";"";"2,3,5,6-tetrabroom-p-xyleen";;;"";"amniotic fluid";"µg/L";"";""
29134;"tbx";"tbx";10753;"measured";"decimal";;"measured";"TBX";"2,3,5,6-tetrabromo-p-xylene";"";"2,3,5,6-tetrabroom-p-xyleen";;;"";"cord blood";"µg/L";"lip";""
29134;"tbx";"tbx";10753;"measured";"decimal";;"measured";"TBX";"2,3,5,6-tetrabromo-p-xylene";"";"2,3,5,6-tetrabroom-p-xyleen";;;"";"saliva/sputum";"µg/L";"";""
29134;"tbx";"tbx";10753;"measured";"decimal";;"measured";"TBX";"2,3,5,6-tetrabromo-p-xylene";"";"2,3,5,6-tetrabroom-p-xyleen";;;"";"hair";"ng/g";"";""
29134;"tbx";"tbx";10753;"measured";"decimal";;"measured";"TBX";"2,3,5,6-tetrabromo-p-xylene";"";"2,3,5,6-tetrabroom-p-xyleen";;;"";"placenta tissue";"ng/g";"";""
29134;"tbx";"tbx";10753;"measured";"decimal";;"measured";"TBX";"2,3,5,6-tetrabromo-p-xylene";"";"2,3,5,6-tetrabroom-p-xyleen";;;"";"bloodcells";"µg/L";"";""
29135;"tmnap";"tmnap";11246;"measured";"decimal";;"measured";"2,3,5-TMN";"2,3,5-trimethylnaphthalene";"";"2,3,5-trimethylnaftaleen";0;;"";"blood";"µg/L";"";""
29135;"tmnap";"tmnap";11246;"measured";"decimal";;"measured";"2,3,5-TMN";"2,3,5-trimethylnaphthalene";"";"2,3,5-trimethylnaftaleen";0;;"";"breast milk";"µg/L";"";""
29135;"tmnap";"tmnap";11246;"measured";"decimal";;"measured";"2,3,5-TMN";"2,3,5-trimethylnaphthalene";"";"2,3,5-trimethylnaftaleen";0;;"";"nail";"ng/g";"";""
29135;"tmnap";"tmnap";11246;"measured";"decimal";;"measured";"2,3,5-TMN";"2,3,5-trimethylnaphthalene";"";"2,3,5-trimethylnaftaleen";0;;"";"amniotic fluid";"µg/L";"";""
29135;"tmnap";"tmnap";11246;"measured";"decimal";;"measured";"2,3,5-TMN";"2,3,5-trimethylnaphthalene";"";"2,3,5-trimethylnaftaleen";0;;"";"cord blood";"µg/L";"";""
29135;"tmnap";"tmnap";11246;"measured";"decimal";;"measured";"2,3,5-TMN";"2,3,5-trimethylnaphthalene";"";"2,3,5-trimethylnaftaleen";0;;"";"saliva/sputum";"µg/L";"";""
29135;"tmnap";"tmnap";11246;"measured";"decimal";;"measured";"2,3,5-TMN";"2,3,5-trimethylnaphthalene";"";"2,3,5-trimethylnaftaleen";0;;"";"hair";"ng/g";"";""
29135;"tmnap";"tmnap";11246;"measured";"decimal";;"measured";"2,3,5-TMN";"2,3,5-trimethylnaphthalene";"";"2,3,5-trimethylnaftaleen";0;;"";"placenta tissue";"ng/g";"";""
29135;"tmnap";"tmnap";11246;"measured";"decimal";;"measured";"2,3,5-TMN";"2,3,5-trimethylnaphthalene";"";"2,3,5-trimethylnaftaleen";0;;"";"bloodcells";"µg/L";"";""
29136;"pcdf83";"pcdf83";16708;"measured";"decimal";;"measured";"2,3,7,8-TCDF";"2,3,7,8-Tetrachlorodibenzofuran";"";"2,3,7,8-tetrachloordibenzofuran";;;"";"urine";"µg/L";"";""
29136;"pcdf83";"pcdf83";16708;"measured";"decimal";;"measured";"2,3,7,8-TCDF";"2,3,7,8-Tetrachlorodibenzofuran";"";"2,3,7,8-tetrachloordibenzofuran";;;"";"breast milk";"µg/L";"";""
29136;"pcdf83";"pcdf83";16708;"measured";"decimal";;"measured";"2,3,7,8-TCDF";"2,3,7,8-Tetrachlorodibenzofuran";"";"2,3,7,8-tetrachloordibenzofuran";;;"";"nail";"ng/g";"";""
29136;"pcdf83";"pcdf83";16708;"measured";"decimal";;"measured";"2,3,7,8-TCDF";"2,3,7,8-Tetrachlorodibenzofuran";"";"2,3,7,8-tetrachloordibenzofuran";;;"";"amniotic fluid";"µg/L";"";""
29136;"pcdf83";"pcdf83";16708;"measured";"decimal";;"measured";"2,3,7,8-TCDF";"2,3,7,8-Tetrachlorodibenzofuran";"";"2,3,7,8-tetrachloordibenzofuran";;;"";"cord blood";"µg/L";"lip";""
29136;"pcdf83";"pcdf83";16708;"measured";"decimal";;"measured";"2,3,7,8-TCDF";"2,3,7,8-Tetrachlorodibenzofuran";"";"2,3,7,8-tetrachloordibenzofuran";;;"";"saliva/sputum";"µg/L";"";""
29136;"pcdf83";"pcdf83";16708;"measured";"decimal";;"measured";"2,3,7,8-TCDF";"2,3,7,8-Tetrachlorodibenzofuran";"";"2,3,7,8-tetrachloordibenzofuran";;;"";"hair";"ng/g";"";""
29136;"pcdf83";"pcdf83";16708;"measured";"decimal";;"measured";"2,3,7,8-TCDF";"2,3,7,8-Tetrachlorodibenzofuran";"";"2,3,7,8-tetrachloordibenzofuran";;;"";"placenta tissue";"ng/g";"";""
29136;"pcdf83";"pcdf83";16708;"measured";"decimal";;"measured";"2,3,7,8-TCDF";"2,3,7,8-Tetrachlorodibenzofuran";"";"2,3,7,8-tetrachloordibenzofuran";;;"";"bloodcells";"µg/L";"";""
29137;"almer";"almer";19001;"measured";"decimal";;"measured";"";"Alachlor mercapturate";"";"Alachlor mercapturate";;;"";"blood";"µg/L";"";""
29137;"almer";"almer";19001;"measured";"decimal";;"measured";"";"Alachlor mercapturate";"";"Alachlor mercapturate";;;"";"breast milk";"µg/L";"";""
29137;"almer";"almer";19001;"measured";"decimal";;"measured";"";"Alachlor mercapturate";"";"Alachlor mercapturate";;;"";"nail";"ng/g";"";""
29137;"almer";"almer";19001;"measured";"decimal";;"measured";"";"Alachlor mercapturate";"";"Alachlor mercapturate";;;"";"amniotic fluid";"µg/L";"";""
29137;"almer";"almer";19001;"measured";"decimal";;"measured";"";"Alachlor mercapturate";"";"Alachlor mercapturate";;;"";"cord blood";"µg/L";"";""
29137;"almer";"almer";19001;"measured";"decimal";;"measured";"";"Alachlor mercapturate";"";"Alachlor mercapturate";;;"";"saliva/sputum";"µg/L";"";""
29137;"almer";"almer";19001;"measured";"decimal";;"measured";"";"Alachlor mercapturate";"";"Alachlor mercapturate";;;"";"hair";"ng/g";"";""
29137;"almer";"almer";19001;"measured";"decimal";;"measured";"";"Alachlor mercapturate";"";"Alachlor mercapturate";;;"";"placenta tissue";"ng/g";"";""
29137;"almer";"almer";19001;"measured";"decimal";;"measured";"";"Alachlor mercapturate";"";"Alachlor mercapturate";;;"";"bloodcells";"µg/L";"";""
29138;"aldrin";"aldrin";12527;"measured";"decimal";;"measured";"Aldrin";"Aldrin";"";"Aldrin";;;"";"breast milk";"µg/L";"";""
29138;"aldrin";"aldrin";12527;"measured";"decimal";;"measured";"Aldrin";"Aldrin";"";"Aldrin";;;"";"nail";"ng/g";"";""
29138;"aldrin";"aldrin";12527;"measured";"decimal";;"measured";"Aldrin";"Aldrin";"";"Aldrin";;;"";"amniotic fluid";"µg/L";"";""
29138;"aldrin";"aldrin";12527;"measured";"decimal";;"measured";"Aldrin";"Aldrin";"";"Aldrin";;;"";"cord blood";"µg/L";"";""
29138;"aldrin";"aldrin";12527;"measured";"decimal";;"measured";"Aldrin";"Aldrin";"";"Aldrin";;;"";"saliva/sputum";"µg/L";"";""
29138;"aldrin";"aldrin";12527;"measured";"decimal";;"measured";"Aldrin";"Aldrin";"";"Aldrin";;;"";"hair";"ng/g";"";""
29138;"aldrin";"aldrin";12527;"measured";"decimal";;"measured";"Aldrin";"Aldrin";"";"Aldrin";;;"";"placenta tissue";"ng/g";"";""
29138;"aldrin";"aldrin";12527;"measured";"decimal";;"measured";"Aldrin";"Aldrin";"";"Aldrin";;;"";"bloodcells";"µg/L";"";""
29140;"tcpa";"tcpa";12514;"measured";"decimal";;"measured";"";"2,4,5-trichlorophenoxyacetic acid";"";"2,4,5-trichloorfenoxyazijnzuur";;;"";"breast milk";"µg/L";"";""
29140;"tcpa";"tcpa";12514;"measured";"decimal";;"measured";"";"2,4,5-trichlorophenoxyacetic acid";"";"2,4,5-trichloorfenoxyazijnzuur";;;"";"nail";"ng/g";"";""
29140;"tcpa";"tcpa";12514;"measured";"decimal";;"measured";"";"2,4,5-trichlorophenoxyacetic acid";"";"2,4,5-trichloorfenoxyazijnzuur";;;"";"amniotic fluid";"µg/L";"";""
29140;"tcpa";"tcpa";12514;"measured";"decimal";;"measured";"";"2,4,5-trichlorophenoxyacetic acid";"";"2,4,5-trichloorfenoxyazijnzuur";;;"";"cord blood";"µg/L";"";""
29140;"tcpa";"tcpa";12514;"measured";"decimal";;"measured";"";"2,4,5-trichlorophenoxyacetic acid";"";"2,4,5-trichloorfenoxyazijnzuur";;;"";"saliva/sputum";"µg/L";"";""
29140;"tcpa";"tcpa";12514;"measured";"decimal";;"measured";"";"2,4,5-trichlorophenoxyacetic acid";"";"2,4,5-trichloorfenoxyazijnzuur";;;"";"hair";"ng/g";"";""
29140;"tcpa";"tcpa";12514;"measured";"decimal";;"measured";"";"2,4,5-trichlorophenoxyacetic acid";"";"2,4,5-trichloorfenoxyazijnzuur";;;"";"placenta tissue";"ng/g";"";""
29140;"tcpa";"tcpa";12514;"measured";"decimal";;"measured";"";"2,4,5-trichlorophenoxyacetic acid";"";"2,4,5-trichloorfenoxyazijnzuur";;;"";"bloodcells";"µg/L";"";""
29142;"tcp246";"tcp246";12520;"measured";"decimal";;"measured";"2,4,6-TCP";"2,4,6-trichlorophenol";"";"2,4,6-trichloorfenol";;;"";"breast milk";"µg/L";"";""
29142;"tcp246";"tcp246";12520;"measured";"decimal";;"measured";"2,4,6-TCP";"2,4,6-trichlorophenol";"";"2,4,6-trichloorfenol";;;"";"nail";"ng/g";"";""
29142;"tcp246";"tcp246";12520;"measured";"decimal";;"measured";"2,4,6-TCP";"2,4,6-trichlorophenol";"";"2,4,6-trichloorfenol";;;"";"amniotic fluid";"µg/L";"";""
29142;"tcp246";"tcp246";12520;"measured";"decimal";;"measured";"2,4,6-TCP";"2,4,6-trichlorophenol";"";"2,4,6-trichloorfenol";;;"";"cord blood";"µg/L";"";""
29142;"tcp246";"tcp246";12520;"measured";"decimal";;"measured";"2,4,6-TCP";"2,4,6-trichlorophenol";"";"2,4,6-trichloorfenol";;;"";"saliva/sputum";"µg/L";"";""
29142;"tcp246";"tcp246";12520;"measured";"decimal";;"measured";"2,4,6-TCP";"2,4,6-trichlorophenol";"";"2,4,6-trichloorfenol";;;"";"hair";"ng/g";"";""
29142;"tcp246";"tcp246";12520;"measured";"decimal";;"measured";"2,4,6-TCP";"2,4,6-trichlorophenol";"";"2,4,6-trichloorfenol";;;"";"placenta tissue";"ng/g";"";""
29142;"tcp246";"tcp246";12520;"measured";"decimal";;"measured";"2,4,6-TCP";"2,4,6-trichlorophenol";"";"2,4,6-trichloorfenol";;;"";"bloodcells";"µg/L";"";""
29143;"dbph";"dbph";10735;"measured";"decimal";;"measured";"2,4-DBP";"2,4-Dibromophenol";"";"2,4-dibroomfenol";;;"";"nail";"ng/g";"";""
29143;"dbph";"dbph";10735;"measured";"decimal";;"measured";"2,4-DBP";"2,4-Dibromophenol";"";"2,4-dibroomfenol";;;"";"amniotic fluid";"µg/L";"";""
29143;"dbph";"dbph";10735;"measured";"decimal";;"measured";"2,4-DBP";"2,4-Dibromophenol";"";"2,4-dibroomfenol";;;"";"cord blood";"µg/L";"lip";""
29143;"dbph";"dbph";10735;"measured";"decimal";;"measured";"2,4-DBP";"2,4-Dibromophenol";"";"2,4-dibroomfenol";;;"";"saliva/sputum";"µg/L";"";""
29143;"dbph";"dbph";10735;"measured";"decimal";;"measured";"2,4-DBP";"2,4-Dibromophenol";"";"2,4-dibroomfenol";;;"";"hair";"ng/g";"";""
29143;"dbph";"dbph";10735;"measured";"decimal";;"measured";"2,4-DBP";"2,4-Dibromophenol";"";"2,4-dibroomfenol";;;"";"placenta tissue";"ng/g";"";""
29143;"dbph";"dbph";10735;"measured";"decimal";;"measured";"2,4-DBP";"2,4-Dibromophenol";"";"2,4-dibroomfenol";;;"";"bloodcells";"µg/L";"";""
29144;"twofourdcha";"twofourdcha";11424;"measured";"decimal";;"measured";"2,4DChA";"2,4-Dichloroaniline";"";"2,4-dichlooraniline";;;"";"blood";"µg/L";"";""
29144;"twofourdcha";"twofourdcha";11424;"measured";"decimal";;"measured";"2,4DChA";"2,4-Dichloroaniline";"";"2,4-dichlooraniline";;;"";"breast milk";"µg/L";"";""
29144;"twofourdcha";"twofourdcha";11424;"measured";"decimal";;"measured";"2,4DChA";"2,4-Dichloroaniline";"";"2,4-dichlooraniline";;;"";"nail";"ng/g";"";""
29144;"twofourdcha";"twofourdcha";11424;"measured";"decimal";;"measured";"2,4DChA";"2,4-Dichloroaniline";"";"2,4-dichlooraniline";;;"";"amniotic fluid";"µg/L";"";""
29144;"twofourdcha";"twofourdcha";11424;"measured";"decimal";;"measured";"2,4DChA";"2,4-Dichloroaniline";"";"2,4-dichlooraniline";;;"";"cord blood";"µg/L";"";""
29144;"twofourdcha";"twofourdcha";11424;"measured";"decimal";;"measured";"2,4DChA";"2,4-Dichloroaniline";"";"2,4-dichlooraniline";;;"";"saliva/sputum";"µg/L";"";""
29144;"twofourdcha";"twofourdcha";11424;"measured";"decimal";;"measured";"2,4DChA";"2,4-Dichloroaniline";"";"2,4-dichlooraniline";;;"";"hair";"ng/g";"";""
29144;"twofourdcha";"twofourdcha";11424;"measured";"decimal";;"measured";"2,4DChA";"2,4-Dichloroaniline";"";"2,4-dichlooraniline";;;"";"placenta tissue";"ng/g";"";""
29144;"twofourdcha";"twofourdcha";11424;"measured";"decimal";;"measured";"2,4DChA";"2,4-Dichloroaniline";"";"2,4-dichlooraniline";;;"";"bloodcells";"µg/L";"";""
29145;"twofourdehtm";"twofourdehtm";10147;"measured";"decimal";;"measured";"2,4-DEHTM";"2,4-di-(2-ethylhexyl) trimellitate";"";"2,4-di-(2-ethylhexyl)trimellitaat";;;"";"blood";"µg/L";"";""
29145;"twofourdehtm";"twofourdehtm";10147;"measured";"decimal";;"measured";"2,4-DEHTM";"2,4-di-(2-ethylhexyl) trimellitate";"";"2,4-di-(2-ethylhexyl)trimellitaat";;;"";"breast milk";"µg/L";"";""
29145;"twofourdehtm";"twofourdehtm";10147;"measured";"decimal";;"measured";"2,4-DEHTM";"2,4-di-(2-ethylhexyl) trimellitate";"";"2,4-di-(2-ethylhexyl)trimellitaat";;;"";"amniotic fluid";"µg/L";"";""
29145;"twofourdehtm";"twofourdehtm";10147;"measured";"decimal";;"measured";"2,4-DEHTM";"2,4-di-(2-ethylhexyl) trimellitate";"";"2,4-di-(2-ethylhexyl)trimellitaat";;;"";"cord blood";"µg/L";"";""
29145;"twofourdehtm";"twofourdehtm";10147;"measured";"decimal";;"measured";"2,4-DEHTM";"2,4-di-(2-ethylhexyl) trimellitate";"";"2,4-di-(2-ethylhexyl)trimellitaat";;;"";"saliva/sputum";"µg/L";"";""
29145;"twofourdehtm";"twofourdehtm";10147;"measured";"decimal";;"measured";"2,4-DEHTM";"2,4-di-(2-ethylhexyl) trimellitate";"";"2,4-di-(2-ethylhexyl)trimellitaat";;;"";"hair";"ng/g";"";""
29145;"twofourdehtm";"twofourdehtm";10147;"measured";"decimal";;"measured";"2,4-DEHTM";"2,4-di-(2-ethylhexyl) trimellitate";"";"2,4-di-(2-ethylhexyl)trimellitaat";;;"";"placenta tissue";"ng/g";"";""
29145;"twofourdehtm";"twofourdehtm";10147;"measured";"decimal";;"measured";"2,4-DEHTM";"2,4-di-(2-ethylhexyl) trimellitate";"";"2,4-di-(2-ethylhexyl)trimellitaat";;;"";"bloodcells";"µg/L";"";""
29146;"dcp24";"dcp24";12523;"measured";"decimal";;"measured";"2,4-DCP";"2,4-dichlorophenol";"2,4-DCP";"2,4-dichloorfenol";;;"";"breast milk";"µg/L";"";""
29146;"dcp24";"dcp24";12523;"measured";"decimal";;"measured";"2,4-DCP";"2,4-dichlorophenol";"2,4-DCP";"2,4-dichloorfenol";;;"";"nail";"ng/g";"";""
