"sampleobsprop_id";"statsuse";"statswhat";"statsvalue";"statsprovenance_source";"statsprovenance_who";"samplegroup_key";"sampletype_key";"statsprovenance_source_detail";"statsprovenance_source_info";"varname"
53924;1;"p50";22;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdolescents";"";"ohmehp"
53924;1;"p50";28.89196;"HBM4EU existing studies";"Laura (VITO)";"urine";"urine 24h";"";"";"ohmehp"
53924;1;"p50";22.3955;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"ohmehp"
53924;1;"p95";72;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdolescents";"";"ohmehp"
53924;1;"p95";59.73323;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"ohmehp"
53924;1;"p95";46.265;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"ohmehp"
53924;1;"p95";57.300725;"HBM4EU aligned studies";"Laura (VITO)";"urine";"random spot urine";"";"";"ohmehp"
53924;1;"p50";8.38;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs3RefAdolescents";"";"ohmehp"
53924;1;"p50";14;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdults";"";"ohmehp"
53925;1;"p50";1.54;"country studies";"Laura (VITO)";"nail";"All toe nail";"Flehs3Newborns";"";"ohmehp"
53925;1;"p95";321.46;"country studies";"Laura (VITO)";"nail";"All toe nail";"Flehs3Newborns";"";"ohmehp"
53926;1;"p95";3.61;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"ohmehtp"
53926;1;"p50";0.52;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"ohmehtp"
53926;1;"p95";4.5035;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"ohmehtp"
53926;1;"p50";0.5;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"ohmehtp"
53928;1;"p95";47.36333;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"ohmibp"
53928;1;"p50";11.01667;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"ohmibp"
53928;1;"p50";16.02;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"ohmibp"
53928;1;"p95";76.014;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"ohmibp"
53930;1;"p50";1.415;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"ohmidp"
53930;1;"p50";1.5;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"ohmidp"
53930;1;"p95";2.77;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"ohmidp"
53930;1;"p50";2.01;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"ohmidp"
53930;1;"p95";6.657;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"ohmidp"
53930;1;"p95";8.005625;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"ohmidp"
53930;1;"p95";4.53472999999999;"HBM4EU aligned studies";"Laura (VITO)";"urine";"random spot urine";"";"";"ohmidp"
53930;1;"p50";0.86;"HBM4EU aligned studies";"Laura (VITO)";"urine";"random spot urine";"";"";"ohmidp"
53930;1;"p50";0.63;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"ohmidp"
53930;1;"p95";10.48929;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"ohmidp"
53932;1;"p95";12.73333;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"ohmnbp"
53932;1;"p50";6.59;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"ohmnbp"
53932;1;"p50";2.55;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"ohmnbp"
53932;1;"p95";27.7255;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"ohmnbp"
53934;1;"p95";1.495;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"ohmphp"
53934;1;"p50";0.302;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"ohmphp"
53938;1;"p50";0.216;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2AdoGenk";"";"ohpyr"
53938;1;"p95";0.53;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2AdoGenk";"";"ohpyr"
53938;1;"p50";0.132;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdolescents";"";"ohpyr"
53938;1;"p50";0.09;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"ohpyr"
53938;1;"p95";0.394;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs3RefAdolescents";"";"ohpyr"
53938;1;"p50";0.079;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs1RefAdults";"";"ohpyr"
53938;1;"p95";0.75876;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"ohpyr"
53938;1;"p95";0.378;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdolescents";"";"ohpyr"
53938;1;"p95";0.357;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdults";"";"ohpyr"
53938;1;"p95";0.17;"HBM4EU aligned studies";"Laura (VITO)";"urine";"urine 24h";"";"";"ohpyr"
53938;1;"p50";0.11934;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs1RefAdo";"";"ohpyr"
53938;1;"p95";0.393;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs3AdolescentsGKZ";"";"ohpyr"
53938;1;"p95";0.156;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"ohpyr"
53938;1;"p95";0.717;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs1RefAdults";"";"ohpyr"
53938;1;"p50";0.12914;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"ohpyr"
53938;1;"p50";0.114;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs3RefAdolescents";"";"ohpyr"
53938;1;"p95";1.0179;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs1RefAdo";"";"ohpyr"
53938;1;"p50";0.195;"HBM4EU aligned studies";"Laura (VITO)";"urine";"random spot urine";"";"";"ohpyr"
53938;1;"p50";0.04;"HBM4EU aligned studies";"Laura (VITO)";"urine";"urine 24h";"";"";"ohpyr"
53938;1;"p50";0.12271;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"ohpyr"
53938;1;"p50";0.097;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdults";"";"ohpyr"
53938;1;"p50";0.129;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs3AdolescentsGKZ";"";"ohpyr"
53938;1;"p50";0.059;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"ohpyr"
53938;1;"p95";0.66;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2AdoMenen";"";"ohpyr"
53938;1;"p95";0.47043;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"ohpyr"
53938;1;"p95";0.488499999999999;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"ohpyr"
53938;1;"p95";1.124355;"HBM4EU aligned studies";"Laura (VITO)";"urine";"random spot urine";"";"";"ohpyr"
53938;1;"p50";0.23;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2AdoMenen";"";"ohpyr"
53940;1;"p95";0.011;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"ohtboep"
53943;1;"p95";0.012;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"ohtphp"
53953;1;"p50";0.099;"HBM4EU aligned studies";"Laura (VITO)";"urine";"urine 24h";"";"";"onehphe"
53953;1;"p95";0.55365;"HBM4EU aligned studies";"Laura (VITO)";"urine";"random spot urine";"";"";"onehphe"
53953;1;"p95";0.82578;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"onehphe"
53953;1;"p95";0.95763;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"onehphe"
53953;1;"p50";0.1195;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"onehphe"
53953;1;"p95";0.41;"HBM4EU aligned studies";"Laura (VITO)";"urine";"urine 24h";"";"";"onehphe"
53953;1;"p50";0.21618;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"onehphe"
53953;1;"p50";0.1;"HBM4EU aligned studies";"Laura (VITO)";"urine";"random spot urine";"";"";"onehphe"
53953;1;"p95";0.731049999999999;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"onehphe"
53953;1;"p50";0.194;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"onehphe"
53954;1;"p95";0.26;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"oneninehphe"
53954;1;"p50";0.093;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"oneninehphe"
53955;1;"p95";8.88875;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"oneohnap"
53955;1;"p95";1.585;"HBM4EU aligned studies";"Laura (VITO)";"urine";"urine 24h";"";"";"oneohnap"
53955;1;"p50";0.95;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"oneohnap"
53955;1;"p50";1.8422;"HBM4EU aligned studies";"Laura (VITO)";"urine";"random spot urine";"";"";"oneohnap"
53955;1;"p95";15.3397;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"oneohnap"
53955;1;"p50";0.86333;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"oneohnap"
53955;1;"p95";13.8153;"HBM4EU aligned studies";"Laura (VITO)";"urine";"random spot urine";"";"";"oneohnap"
53955;1;"p50";0.23;"HBM4EU aligned studies";"Laura (VITO)";"urine";"urine 24h";"";"";"oneohnap"
53961;1;"p50";0.054756;"literature";"Fen (VITO)";"blood";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is <LOD - LOD= 7.8 - unit= ng/g - matrix= Lipid adjusted";"opddt"
53961;1;"p95";0.054756;"literature";"Fen (VITO)";"blood";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is <LOD - LOD= 7.8 - unit= ng/g - matrix= Lipid adjusted";"opddt"
53963;1;"max";1.5;"basic codebook Parc";"Laura (VITO)";"urine";;"";"";"osm"
53963;1;"min";0.1;"basic codebook Parc";"Laura (VITO)";"urine";;"";"";"osm"
53964;1;"p95";0.06;"literature";"Fen (VITO)";"urine";"urine 24h";"https://www.sciencedirect.com/science/article/pii/S1438463919301518?casa_token=itEd3sSb-F4AAAAA:V8EzKcctb9vhFTnfKNN1G38vA6t98DvB0yZjBqt3IMXcILdt6IYYBqERUxGxTaQM4rfqJgqfLPGN";"xxx is 0.060 - LOD= 0.01 - LOQ= 0.02 - unit= µg/L - matrix= 24h Urine";"ota"
53971;1;"p95";0.014;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs3RefAdolescents";"";"oxc"
53971;1;"p50";0.007;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs3AdolescentsGKZ";"";"oxc"
53971;1;"p50";0.006;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs3RefAdolescents";"";"oxc"
53971;1;"p95";0.015;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs3AdolescentsGKZ";"";"oxc"
53971;1;"p95";0.09;"literature";"Fen (VITO)";"blood";"blood plasma";"https://www.canada.ca/content/dam/hc-sc/migration/hc-sc/ewh-semt/alt_formats/hecs-sesc/pdf/pubs/contaminants/chms-ecms/report-rapport-eng.pdf";"xxx is 0.09(0.08 - 0.10) - LOD= 0.00 - unit= μg/L - matrix= plasma";"oxc"
53971;1;"p50";0.03;"literature";"Fen (VITO)";"blood";"blood plasma";"https://www.canada.ca/content/dam/hc-sc/migration/hc-sc/ewh-semt/alt_formats/hecs-sesc/pdf/pubs/contaminants/chms-ecms/report-rapport-eng.pdf";"xxx is 0.03(0.02 - 0.03) - LOD= 0.00 - unit= μg/L - matrix= plasma";"oxc"
53971;1;"p95";0.092;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs3RefAdults";"";"oxc"
53971;1;"p95";0.015;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs4RefAdolescents";"";"oxc"
53971;1;"p50";0.047;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs3RefAdults";"";"oxc"
53971;1;"p50";0.005;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs4RefAdolescents";"";"oxc"
53972;1;"p95";0.007;"country studies";"Laura (VITO)";"cord blood";"cord blood-plasma";"Flehs3Newborns";"";"oxc"
53972;1;"p50";0.003;"country studies";"Laura (VITO)";"cord blood";"cord blood-plasma";"Flehs3Newborns";"";"oxc"
53975;1;"p95";117;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdults";"";"oxomehp"
53975;1;"p50";7.8;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"oxomehp"
53975;1;"p50";3.8;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"oxomehp"
53975;1;"p95";30.98;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"oxomehp"
53975;1;"p95";36.0809;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"oxomehp"
53975;1;"p50";15.35759;"HBM4EU existing studies";"Laura (VITO)";"urine";"urine 24h";"";"";"oxomehp"
53975;1;"p95";22.1;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs3RefAdolescents";"";"oxomehp"
53975;1;"p95";44.21219;"HBM4EU existing studies";"Laura (VITO)";"urine";"urine 24h";"";"";"oxomehp"
53975;1;"p95";15.3;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"oxomehp"
53975;1;"p50";15;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdults";"";"oxomehp"
53975;1;"p50";15.41474;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"oxomehp"
53975;1;"p50";8.88473;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"oxomehp"
53975;1;"p50";27;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdolescents";"";"oxomehp"
53975;1;"p50";6.44;"HBM4EU aligned studies";"Laura (VITO)";"urine";"random spot urine";"";"";"oxomehp"
53975;1;"p95";131;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdolescents";"";"oxomehp"
53975;1;"p95";31.206125;"HBM4EU aligned studies";"Laura (VITO)";"urine";"random spot urine";"";"";"oxomehp"
53975;1;"p95";58.68817;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"oxomehp"
53975;1;"p50";6.84;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs3RefAdolescents";"";"oxomehp"
53977;1;"p95";4.3015;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"oxomehtp"
53977;1;"p50";0.53;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"oxomehtp"
53979;1;"p95";2.56117;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"oxomidp"
53979;1;"p50";0.455;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"oxomidp"
53979;1;"p95";2.666;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"oxomidp"
53979;1;"p95";1.66;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"oxomidp"
53979;1;"p50";0.36;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"oxomidp"
53979;1;"p50";0.49;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"oxomidp"
53981;1;"p95";1.8525;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"oxomphp"
53981;1;"p50";0.316;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"oxomphp"
53995;1;"p95";2.0448;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"pb"
53995;1;"p50";0.835;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"pb"
53995;1;"p50";0.427182727272727;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"pb"
53995;1;"p50";4.70976;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"pb"
53995;1;"p95";11.15013;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"pb"
53995;1;"p95";1.30971772727273;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"pb"
53996;1;"p50";9.2;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs3AdolescentsGKZ";"";"pb"
53996;1;"p95";30.108;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs2RefAdolescents";"";"pb"
53996;1;"p95";19.2;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs3AdolescentsGKZ";"";"pb"
53996;1;"p50";39.18;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs1RefAdults";"";"pb"
53996;1;"p50";7.65;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs4RefAdolescents";"";"pb"
53996;1;"p95";24.1;"literature";"Fen (VITO)";"blood";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is 2.41 (2.24-2.67) - LOD= 0.07 - unit= μg/dL - matrix= blood";"pb"
53996;1;"p50";7.3;"literature";"Fen (VITO)";"blood";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is .730 (.690-.770) - LOD= 0.07 - unit= μg/dL - matrix= blood";"pb"
53996;1;"p50";21.99782;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs1RefAdo";"";"pb"
53996;1;"p50";14.436;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs2RefAdolescents";"";"pb"
53996;1;"p50";13.621;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs2AdoGenk";"";"pb"
53996;1;"p50";10.941;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs2Nb";"";"pb"
53996;1;"p95";14.11;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs4RefAdolescents";"";"pb"
53996;1;"p95";24.3;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs2AdoMenen";"";"pb"
53996;1;"p95";29.243;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs2AdoGenk";"";"pb"
53996;1;"p50";9.02;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs3RefAdolescents";"";"pb"
53996;1;"p95";57.56774;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs1RefAdo";"";"pb"
53996;1;"p50";21.30404;"HBM4EU existing studies";"Laura (VITO)";"blood";"blood serum";"";"";"pb"
53996;1;"p95";22.728;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs2Nb";"";"pb"
53996;1;"p95";88.77;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs1RefAdults";"";"pb"
53996;1;"p95";18.5;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs3RefAdolescents";"";"pb"
53996;1;"p50";12.9;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs2AdoMenen";"";"pb"
53996;1;"p95";48.05487;"HBM4EU existing studies";"Laura (VITO)";"blood";"blood serum";"";"";"pb"
53997;1;"p50";6.065;"country studies";"Laura (VITO)";"cord blood";"cord blood-whole blood";"Flehs3Newborns";"";"pb"
53997;1;"p95";54.50104;"country studies";"Laura (VITO)";"cord blood";"cord blood-whole blood";"Flehs1Nb";"";"pb"
53997;1;"p50";8.69;"HBM4EU existing studies";"Laura (VITO)";"cord blood";"cord blood-whole blood";"";"";"pb"
53997;1;"p50";8.28;"country studies";"Laura (VITO)";"cord blood";"cord blood-whole blood";"Flehs2Nb";"";"pb"
53997;1;"p95";21.168;"country studies";"Laura (VITO)";"cord blood";"cord blood-whole blood";"Flehs2Nb";"";"pb"
53997;1;"p95";12.731;"country studies";"Laura (VITO)";"cord blood";"cord blood-whole blood";"Flehs3Newborns";"";"pb"
53997;1;"p50";14.115194;"country studies";"Laura (VITO)";"cord blood";"cord blood-whole blood";"Flehs1Nb";"";"pb"
53997;1;"p95";24.53298;"HBM4EU existing studies";"Laura (VITO)";"cord blood";"cord blood-whole blood";"";"";"pb"
54001;1;"p95";0.02;"literature";"Fen (VITO)";"blood";"blood plasma";"https://www.canada.ca/en/health-canada/services/environmental-workplace-health/reports-publications/environmental-contaminants/8-results-chemical-group-report-human-biomonitoring-environmental-chemicals-canada-health-canada-2010.html#n8_4";"xxx is <LOD - LOD= 0.02 - unit= µg/L - matrix= plasma";"pbb153"
54001;1;"p50";0.02;"literature";"Fen (VITO)";"blood";"blood plasma";"https://www.canada.ca/en/health-canada/services/environmental-workplace-health/reports-publications/environmental-contaminants/8-results-chemical-group-report-human-biomonitoring-environmental-chemicals-canada-health-canada-2010.html#n8_4";"xxx is <LOD - LOD= 0.02 - unit= µg/L - matrix= plasma";"pbb153"
54011;1;"p95";0.03;"literature";"Fen (VITO)";"blood";"blood plasma";"https://www.canada.ca/en/health-canada/services/environmental-workplace-health/reports-publications/environmental-contaminants/8-results-chemical-group-report-human-biomonitoring-environmental-chemicals-canada-health-canada-2010.html#n8_3";"xxx is <LOD - LOD= 0.03 - unit= µg/L - matrix= plasma";"pcb101"
54011;1;"p95";0.035;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs1RefAdults";"";"pcb101"
54011;1;"p50";0.03;"literature";"Fen (VITO)";"blood";"blood plasma";"https://www.canada.ca/en/health-canada/services/environmental-workplace-health/reports-publications/environmental-contaminants/8-results-chemical-group-report-human-biomonitoring-environmental-chemicals-canada-health-canada-2010.html#n8_3";"xxx is <LOD - LOD= 0.03 - unit= µg/L - matrix= plasma";"pcb101"
54013;1;"p50";0.011;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs3RefAdults";"";"pcb105"
54013;1;"p95";0.005;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs3AdolescentsGKZ";"";"pcb105"
54013;1;"p95";0.003;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs4RefAdolescents";"";"pcb105"
54013;1;"p95";0.02;"literature";"Fen (VITO)";"blood";"blood plasma";"https://www.canada.ca/en/health-canada/services/environmental-workplace-health/reports-publications/environmental-contaminants/8-results-chemical-group-report-human-biomonitoring-environmental-chemicals-canada-health-canada-2010.html#n8_3";"xxx is 0.02(0.02 - 0.03) - LOD= 0.01 - unit= µg/L - matrix= plasma";"pcb105"
54013;1;"p50";0.01;"literature";"Fen (VITO)";"blood";"blood plasma";"https://www.canada.ca/en/health-canada/services/environmental-workplace-health/reports-publications/environmental-contaminants/8-results-chemical-group-report-human-biomonitoring-environmental-chemicals-canada-health-canada-2010.html#n8_3";"xxx is <LOD - LOD= 0.01 - unit= µg/L - matrix= plasma";"pcb105"
54013;1;"p95";0.035;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs3RefAdults";"";"pcb105"
54013;1;"p95";0.005;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs3RefAdolescents";"";"pcb105"
54015;1;"p50";0.008424;"literature";"Fen (VITO)";"blood";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is 1.20 (1.10-1.36) - LOD= 0.8 - unit= ng/g - matrix= Lipid adjusted";"pcb110"
54015;1;"p95";0.0310284;"literature";"Fen (VITO)";"blood";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is 4.42 (3.88-4.95) - LOD= 0.8 - unit= ng/g - matrix= Lipid adjusted";"pcb110"
54019;1;"p95";0.016;"country studies";"Laura (VITO)";"cord blood";"cord blood-plasma";"Flehs3Newborns";"";"pcb118"
54019;1;"p95";0.06;"country studies";"Laura (VITO)";"cord blood";"cord blood-plasma";"Flehs1Nb";"";"pcb118"
54019;1;"p50";0.02;"country studies";"Laura (VITO)";"cord blood";"cord blood-plasma";"Flehs1Nb";"";"pcb118"
54019;1;"p95";0.028;"country studies";"Laura (VITO)";"cord blood";"cord blood-plasma";"Flehs2Nb";"";"pcb118"
54019;1;"p50";0.006;"country studies";"Laura (VITO)";"cord blood";"cord blood-plasma";"Flehs3Newborns";"";"pcb118"
54020;1;"p50";0.009;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs3RefAdolescents";"";"pcb118"
54020;1;"p95";0.035;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs2AdoGenk";"";"pcb118"
54020;1;"p95";0.029;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs3AdolescentsGKZ";"";"pcb118"
54020;1;"p95";0.14;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs3RefAdults";"";"pcb118"
54020;1;"p95";0.12;"literature";"Fen (VITO)";"blood";"blood plasma";"https://www.canada.ca/en/health-canada/services/environmental-workplace-health/reports-publications/environmental-contaminants/8-results-chemical-group-report-human-biomonitoring-environmental-chemicals-canada-health-canada-2010.html#n8_3";"xxx is 0.12(0.10 - 0.14) - LOD= 0.01 - unit= µg/L - matrix= plasma";"pcb118"
54020;1;"p95";0.021;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs4RefAdolescents";"";"pcb118"
54020;1;"p50";0.01;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs2AdoGenk";"";"pcb118"
54020;1;"p50";0.15;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs1RefAdults";"";"pcb118"
54020;1;"p50";0.009;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs4RefAdolescents";"";"pcb118"
54020;1;"p95";0.39;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs1RefAdults";"";"pcb118"
54020;1;"p95";0.027;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs3RefAdolescents";"";"pcb118"
54020;1;"p50";0.056;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs3RefAdults";"";"pcb118"
54020;1;"p50";0.011;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs3AdolescentsGKZ";"";"pcb118"
54020;1;"p95";0.07;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs1RefAdo";"";"pcb118"
54020;1;"p50";0.03;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs1RefAdo";"";"pcb118"
54020;1;"p50";0.03;"literature";"Fen (VITO)";"blood";"blood plasma";"https://www.canada.ca/en/health-canada/services/environmental-workplace-health/reports-publications/environmental-contaminants/8-results-chemical-group-report-human-biomonitoring-environmental-chemicals-canada-health-canada-2010.html#n8_3";"xxx is 0.03(0.02 - 0.03) - LOD= 0.01 - unit= µg/L - matrix= plasma";"pcb118"
54020;1;"p95";0.038;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs2AdoMenen";"";"pcb118"
54020;1;"p95";0.036;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs2RefAdolescents";"";"pcb118"
