"lingo";"stakeholder_key";"category_level1";"category_level2";"compoundgroup_name";"sampleobscore_key";"varname";"name";"label";"harmonisationlevel";"relatedinfo";"datatype_key";"samplegroup_key";"vartype_key";"sampleobscore_sort";"unit_key";"unit_name";"preferred_unit_name";"preferred_unit_key";"significantdecimals";"extensions";"formula";"zeroallowed";"min";"max";"p50";"p95";"chebi";"casnumber";"inchikey";"iupac";"refs";"molweight_grampermol";"projectname";"category_sort";"category_key"
"en";"Parc";"Exposure marker";"Phthalates";"Phthalates";"sumeightphthal";"sumeightphthal";"Mono(2-ethyl-5-oxo-hexyl) phthalate + Mono(2-ethyl-5-hydroxy-hexyl) phthalate + Mono(2-ethylhexyl) phthalate + Mono(2-ethyl-5-carboxy-pentyl) phthalate + Mono-benzyl phthalate + Mono-isobutyl phthalate + Mono-n-butyl phthalate + Mono-ethyl phthalate";"5oxo-MEHP + 5OH-MEHP + MEHP + 5cx-MEPP + MBzP + MiBP + MnBP + MEP";"HBM4EU";;"decimal";"urine";"formula";100103;"µg/L";"µg/L";"µg/L";"µg/L";;"mol;crt;sg";"oxomehp [µg/L] + ohmehp [µg/L] + mehp [µg/L] + cxmepp [µg/L] + mbzp [µg/L] + mibp [µg/L] + mnbp [µg/L] + mep [µg/L]";;;;146.101725;653.480175;;;;;;;"HBM4EU Aligned studies";1001;"Phthalates"
"en";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"sumfourpfas";"sumfourpfas";"Linear Perfluorooctanoic acid + Linear Perfluorononanoic acid + Linear Perfluorohexane sulfonic acid + Linear Perfluorooctane sulfonic acid";"L-PFOA + PFNA + L-PFHxS + L-PFOS";"HBM4EU";;"decimal";"urine";"formula";10650;"µg/L";"µg/L";"µg/L";"µg/L";;"mol;";"pfoa [µg/L] + pfna [µg/L] + pfhxs [µg/L] + pfos [µg/L]";;;;0.00528;0.01778;;;;;;;"HBM4EU Existing studies";1003;"Per-/poly-fluorinated compounds (PFASs)"
"en";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"sumfourpfas";"sumfourpfas";"Linear Perfluorooctanoic acid + Linear Perfluorononanoic acid + Linear Perfluorohexane sulfonic acid + Linear Perfluorooctane sulfonic acid";"L-PFOA + PFNA + L-PFHxS + L-PFOS";"HBM4EU";;"decimal";"blood";"formula";10650;"µg/L";"µg/L";"µg/L";"µg/L";;"mol;lip";"pfoa [µg/L] + pfna [µg/L] + pfhxs [µg/L] + pfos [µg/L]";;;;3.54866;8.815995;;;;;;;"HBM4EU Aligned studies";1003;"Per-/poly-fluorinated compounds (PFASs)"
"en";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"sumfourpfas";"sumfourpfas";"Linear Perfluorooctanoic acid + Linear Perfluorononanoic acid + Linear Perfluorohexane sulfonic acid + Linear Perfluorooctane sulfonic acid";"L-PFOA + PFNA + L-PFHxS + L-PFOS";"HBM4EU";;"decimal";"cord blood";"formula";10650;"µg/L";"µg/L";"µg/L";"µg/L";;"mol;";"pfoa [µg/L] + pfna [µg/L] + pfhxs [µg/L] + pfos [µg/L]";;;;0.94934;3.19581;;;;;;;"HBM4EU Existing studies";1003;"Per-/poly-fluorinated compounds (PFASs)"
"en";"Parc";"Exposure marker";"Pesticides";"Glyphosate";"sumglyphampa";"sumglyphampa";"Glyphosate + Aminomethylyphosphonic acid";"GLY + AMPA";"HBM4EU";;"decimal";"urine";"formula";12506;"µg/L";"µg/L";"µg/L";"µg/L";;"mol;crt;sg";"glyp [µg/L] + ampa [µg/L]";;;;0.19975;0.693125;;;;;;;"HBM4EU Aligned studies";1008;"Pesticides"
"en";"Parc";"Exposure marker";"Polycyclic Aromatic Hydrocarbons (PAHs)";"Polycyclic Aromatic Hydrocarbons (PAHs)";"sumhfluo";"sumhfluo";"2-hydroxyfluorene + 3-hydroxyfluorene + 9-hydroxyfluorene";"2-FLUO + 3-FLUO + 9-FLUO";"HBM4EU";;"decimal";"urine";"formula";110204;"µg/L";"µg/L";"µg/L";"µg/L";;"mol;crt;sg";"twohfluo [µg/L] + threehfluo [µg/L] + ninehfluo [µg/L]";0;;;0.6953;4.41814;;;;;;;"HBM4EU Aligned studies";1006;"Polycyclic Aromatic Hydrocarbons (PAHs)"
"en";"Parc";"Exposure marker";"Phthalates";"Phthalates";"sumhmwphthal";"sumhmwphthal";"Calculated sum of metabolites for high molecular weight phthalates";"5oxo-MEHP + 5OH-MEHP + MEHP + 5cx-MEPP + MBzP";"HBM4EU";;"decimal";"urine";"formula";100104;"µg/L";"µg/L";"µg/L";"µg/L";;"mol;crt;sg";"oxomehp [µg/L] + ohmehp [µg/L] + mehp [µg/L] + cxmepp [µg/L] + mbzp [µg/L]";;;;37.5772;155.0945;"";"";"";"";"";;"HBM4EU Aligned studies";1001;"Phthalates"
"en";"Parc";"Exposure marker";"Polycyclic Aromatic Hydrocarbons (PAHs)";"Polycyclic Aromatic Hydrocarbons (PAHs)";"sumhpheone";"sumhpheone";"1-hydroxyphenanthrene + 2-hydroxyphenanthrene + 4-hydroxyphenanthrene";"1-PHEN + 2-PHEN + 4-PHEN";"HBM4EU";;"decimal";"urine";"formula";110205;"µg/L";"µg/L";"µg/L";"µg/L";;"mol;crt;sg";"onehphe [µg/L] + twohphe [µg/L] + fourhphe [µg/L]";0;;;0.196;0.896786666666667;;;;;;;"HBM4EU Aligned studies";1006;"Polycyclic Aromatic Hydrocarbons (PAHs)"
"en";"Parc";"Exposure marker";"Polycyclic Aromatic Hydrocarbons (PAHs)";"Polycyclic Aromatic Hydrocarbons (PAHs)";"sumhphetwo";"sumhphetwo";"1-hydroxyphenanthrene + 2-hydroxyphenanthrene + 3-hydroxyphenanthrene + 4-hydroxyphenanthrene";"1-PHEN + 2-PHEN + 3-PHEN + 4-PHEN";"HBM4EU";;"decimal";"urine";"formula";110206;"µg/L";"µg/L";"µg/L";"µg/L";;"mol;crt;sg";"onehphe [µg/L] + twohphe [µg/L] + threehphe [µg/L] + fourhphe [µg/L]";0;;;0.2525;1.10195;;;;;;;"HBM4EU Aligned studies";1006;"Polycyclic Aromatic Hydrocarbons (PAHs)"
"en";"Parc";"Exposure marker";"Phthalates";"Phthalates";"sumlmwphthal";"sumlmwphthal";"Calculated sum of metabolites for low molecular weight phthalates";"MiBP + MnBP + MEP";"HBM4EU";;"decimal";"urine";"formula";100105;"µg/L";"µg/L";"µg/L";"µg/L";;"mol;crt;sg";"mibp [µg/L] + mnbp [µg/L] + mep [µg/L]";;;;97.781525;524.3572;"";"";"";"";"";;"HBM4EU Aligned studies";1001;"Phthalates"
"en";"Parc";"Exposure marker";"Phthalates";"Phthalates";"summidp";"summidp";"6-OH-Mono-propyl-heptyl phthalate (LC-MS/MS method, sum of all C10 metabolites including the DPHP metabolites) + Mono(2,7-methyl-7-carboxy-heptyl) phthalate";"OH-MiDP + cx-MiDP";"HBM4EU";;"decimal";"urine";"formula";100106;"µg/L";"µg/L";"µg/L";"µg/L";;"mol;crt;sg";"ohmidp [µg/L] + cxmidp [µg/L]";;;;2.015;8.37425;;;;;;;"HBM4EU Aligned studies";1001;"Phthalates"
"en";"Parc";"Exposure marker";"DINCH";"DINCH";"summinch";"summinch";"Cyclohexane-1,2-dicarboxylate-mono-(7-carboxylate-4-methyl)heptyl ester + Cyclohexane-1,2-dicarboxylate-mono-(7-hydroxy-4-methyl)octyl ester";"cx-MINCH + OH-MINCH";"HBM4EU";;"decimal";"urine";"formula";10500;"µg/L";"µg/L";"µg/L";"µg/L";;"mol;crt;sg";"mcoch [µg/L] + mhnch [µg/L]";;;;2.895;20.50054;;;;;;;"HBM4EU Aligned studies";1002;"DINCH"
"en";"Parc";"Exposure marker";"Phthalates";"Phthalates";"summinp";"summinp";"7-OH-(Mono-methyl-octyl) phthalate + 7-Carboxy-(mono-methyl- heptyl) phthalate";"OH-MiNP + cx-MiNP";"HBM4EU";;"decimal";"urine";"formula";100107;"µg/L";"µg/L";"µg/L";"µg/L";;"mol;crt;sg";"mhnp [µg/L] + mcop [µg/L]";;;;10.94775;63.9331625;;;;;;;"HBM4EU Aligned studies";1001;"Phthalates"
"en";"Parc";"Exposure marker";"Phthalates";"Phthalates";"sumohcxmehp";"sumohcxmehp";"Mono(2-ethyl-5-hydroxy-hexyl) phthalate + Mono(2-ethyl-5-carboxy-pentyl) phthalate";"5OH-MEHP + 5cx-MEPP";"HBM4EU";;"decimal";"urine";"formula";100108;"µg/L";"µg/L";"µg/L";"µg/L";;"mol;crt;sg";"ohmehp [µg/L] + cxmepp [µg/L]";;;;24.45;102.73855;;;;;;;"HBM4EU Aligned studies";1001;"Phthalates"
"en";"Parc";"Exposure marker";"Polycyclic Aromatic Hydrocarbons (PAHs)";"Polycyclic Aromatic Hydrocarbons (PAHs)";"sumohnap";"sumohnap";"1-hydroxynaphthalene + 2-hydroxynaphthalene";"1-NAPH + 2-NAPH";"HBM4EU";;"decimal";"urine";"formula";110207;"µg/L";"µg/L";"µg/L";"µg/L";;"mol;crt;sg";"oneohnap [µg/L] + twoohnap [µg/L]";0;;;5.3321;33.4709166666667;;;;;;;"HBM4EU Aligned studies";1006;"Polycyclic Aromatic Hydrocarbons (PAHs)"
"en";"Parc";"Exposure marker";"Phthalates";"Phthalates";"sumohoxocxmehp";"sumohoxocxmehp";"Mono(2-ethyl-5-oxo-hexyl) phthalate + Mono(2-ethyl-5-hydroxy-hexyl) phthalate + Mono(2-ethylhexyl) phthalate + Mono(2-ethyl-5-carboxy-pentyl) phthalate";"5oxo-MEHP + 5OH-MEHP + MEHP + 5cx-MEPP";"HBM4EU";;"decimal";"urine";"formula";100109;"µg/L";"µg/L";"µg/L";"µg/L";;"mol;crt;sg";"oxomehp [µg/L] + ohmehp [µg/L] + mehp [µg/L] + cxmepp [µg/L]";;;;33.16775;139.44989;;;;;;;"HBM4EU Aligned studies";1001;"Phthalates"
"en";"Parc";"Exposure marker";"Phthalates";"Phthalates";"sumohoxomehp";"sumohoxomehp";"Mono(2-ethyl-5-oxo-hexyl) phthalate + Mono(2-ethyl-5-hydroxy-hexyl) phthalate";"5oxo-MEHP + 5OH-MEHP";"HBM4EU";;"decimal";"urine";"formula";100110;"µg/L";"µg/L";"µg/L";"µg/L";;"mol;crt;sg";"oxomehp [µg/L] + ohmehp [µg/L]";;;;18.55245;83.6271249999999;;;;;;;"HBM4EU Aligned studies";1001;"Phthalates"
"en";"Parc";"Exposure marker";"Phthalates";"Phthalates";"sumohoxomehptwo";"sumohoxomehptwo";"Mono(2-ethyl-5-oxo-hexyl) phthalate + Mono(2-ethyl-5-hydroxy-hexyl) phthalate + Mono(2-ethylhexyl) phthalate";"5oxo-MEHP + 5OH-MEHP + MEHP";"HBM4EU";;"decimal";"urine";"formula";100111;"µg/L";"µg/L";"µg/L";"µg/L";;"mol;crt;sg";"oxomehp [µg/L] + ohmehp [µg/L] + mehp [µg/L]";;;;20.05;91.1929299999999;;;;;;;"HBM4EU Aligned studies";1001;"Phthalates"
"en";"Parc";"Exposure marker";"Pesticides (pyrethroids)";"Pesticides (pyrethroids)";"sumpba";"sumpba";"3-phenoxybenzoic acid + 4-fluoro-3-phenoxybenzoic acid";"3PBA + F-3-PBA";"HBM4EU";;"decimal";"urine";"formula";130004;"µg/L";"µg/L";"µg/L";"µg/L";;"mol;crt;sg";"threepba [µg/L] + fpba [µg/L]";;;;0.6281;3.25925;;;;;;;"HBM4EU Aligned studies";1009;"Pesticides (pyrethroids)"
"en";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"sumpfhxspfos";"sumpfhxspfos";"Linear Perfluorohexane sulfonic acid + Linear Perfluorooctane sulfonic acid";"L-PFHxS + L-PFOS";"HBM4EU";;"decimal";"cord blood";"formula";10651;"µg/L";"µg/L";"µg/L";"µg/L";;"mol;";"pfhxs [µg/L] + pfos [µg/L]";;;;;1.73449;;;;;;;"HBM4EU Existing studies";1003;"Per-/poly-fluorinated compounds (PFASs)"
"en";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"sumpfhxspfos";"sumpfhxspfos";"Linear Perfluorohexane sulfonic acid + Linear Perfluorooctane sulfonic acid";"L-PFHxS + L-PFOS";"HBM4EU";;"decimal";"urine";"formula";10651;"µg/L";"µg/L";"µg/L";"µg/L";;"mol;";"pfhxs [µg/L] + pfos [µg/L]";;;;0.0015;0.00754;;;;;;;"HBM4EU Existing studies";1003;"Per-/poly-fluorinated compounds (PFASs)"
"en";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"sumpfhxspfos";"sumpfhxspfos";"Linear Perfluorohexane sulfonic acid + Linear Perfluorooctane sulfonic acid";"L-PFHxS + L-PFOS";"HBM4EU";;"decimal";"blood";"formula";10651;"µg/L";"µg/L";"µg/L";"µg/L";;"mol;lip";"pfhxs [µg/L] + pfos [µg/L]";;;;2.20131666666667;6.01193;;;;;;;"HBM4EU Aligned studies";1003;"Per-/poly-fluorinated compounds (PFASs)"
"en";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"sumpfoapfna";"sumpfoapfna";"Linear Perfluorooctanoic acid + Linear Perfluorononanoic acid";"L-PFOA + PFNA";"HBM4EU";;"decimal";"cord blood";"formula";10652;"µg/L";"µg/L";"µg/L";"µg/L";;"mol;";"pfoa [µg/L] + pfna [µg/L]";;;;0.64368;1.98349;;;;;;;"HBM4EU Existing studies";1003;"Per-/poly-fluorinated compounds (PFASs)"
"en";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"sumpfoapfna";"sumpfoapfna";"Linear Perfluorooctanoic acid + Linear Perfluorononanoic acid";"L-PFOA + PFNA";"HBM4EU";;"decimal";"urine";"formula";10652;"µg/L";"µg/L";"µg/L";"µg/L";;"mol;";"pfoa [µg/L] + pfna [µg/L]";;;;0.00315;0.00858;;;;;;;"HBM4EU Existing studies";1003;"Per-/poly-fluorinated compounds (PFASs)"
"en";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"sumpfoapfna";"sumpfoapfna";"Linear Perfluorooctanoic acid + Linear Perfluorononanoic acid";"L-PFOA + PFNA";"HBM4EU";;"decimal";"blood";"formula";10652;"µg/L";"µg/L";"µg/L";"µg/L";;"mol;lip";"pfoa [µg/L] + pfna [µg/L]";;;;1.25436333333333;2.87061666666667;;;;;;;"HBM4EU Aligned studies";1003;"Per-/poly-fluorinated compounds (PFASs)"
"en";"Parc";"Exposure marker";"Metals";"Metals";"sumtas";"sumtas";"Total arsenic Calculated";"As total Calculated";"HBM4EU";"parentcompound(s) = Arsenic (As) (casnumber=7440-38-2)";"decimal";"urine";"formula";11710;"µg/L";"µg/L";"µg/L";"µg/L";;"mol;crt;sg";"asb [µg/L] + asthree [µg/L] + asfive [µg/L] + dma [µg/L] + mma [µg/L]";;;;14.9425;147.24725;"";"";"";"";"";;"HBM4EU Aligned studies";1013;"Metals"
"en";"Parc";"Exposure marker";"Metals";"Metals";"sumtra";"sumtra";"Toxic relevant Arsenic";" Calculated ";"HBM4EU";;"decimal";"urine";"formula";11708;"µg/L";"µg/L";"µg/L";"µg/L";;"mol;crt;sg";"asthree [µg/L] + asfive [µg/L] + dma [µg/L] + mma [µg/L]";;;;4.7525;15.6555;"";"";"";"";"";;"HBM4EU Aligned studies";1013;"Metals"
"en";"Parc";"Exposure marker";"Metals";"Metals";"tas";"tas";"Total arsenic measured";"As total measured";"HBM4EU";"parentcompound(s) = Arsenic (As) (casnumber=7440-38-2)";"decimal";"cord blood";"measured";11512;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.602443333333333;3.61237333333333;"";"";"";"";"";;"HBM4EU Existing studies";1013;"Metals"
"en";"Parc";"Exposure marker";"Metals";"Metals";"tas";"tas";"Total arsenic measured";"As total measured";"HBM4EU";"parentcompound(s) = Arsenic (As) (casnumber=7440-38-2)";"decimal";"blood";"measured";11512;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.62029;3.107185;"";"";"";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1013;"Metals"
"en";"Parc";"Exposure marker";"Metals";"Metals";"tas";"tas";"Total arsenic measured";"As total measured";"HBM4EU";"parentcompound(s) = Arsenic (As) (casnumber=7440-38-2)";"decimal";"urine";"measured";11512;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;14.10702;115.985164444444;"";"";"";"";"";;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc Mixtures project";1013;"Metals"
"en";"Parc";"Exposure marker";"Metals";"Metals";"tas";"tas";"Total arsenic measured";"As total measured";"HBM4EU";"parentcompound(s) = Arsenic (As) (casnumber=7440-38-2)";"decimal";"breast milk";"measured";11512;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"";"";"";"";;"HBM4EU Existing studies";1013;"Metals"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"tbbpa";"tbbpa";"Tetrabromobisphenol A";"TBBPA";"HBM4EU";"parentcompound(s) = Tetrabromobisphenol A (TBBPA) (casnumber=79-94-7)";"decimal";"urine";"measured";10714;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"79-94-7";"VEORPZCZECFIRK-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"tbbpa";"tbbpa";"Tetrabromobisphenol A";"TBBPA";"HBM4EU";"parentcompound(s) = Tetrabromobisphenol A (TBBPA) (casnumber=79-94-7)";"decimal";"cord blood";"measured";10714;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;0.0152;"";"79-94-7";"VEORPZCZECFIRK-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"tbbpa";"tbbpa";"Tetrabromobisphenol A";"TBBPA";"HBM4EU";"parentcompound(s) = Tetrabromobisphenol A (TBBPA) (casnumber=79-94-7)";"decimal";"blood";"measured";10714;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";0;;;0.35;0.1046375;"";"79-94-7";"VEORPZCZECFIRK-UHFFFAOYSA-N";"";"";;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"tbbpa";"tbbpa";"Tetrabromobisphenol A";"TBBPA";"HBM4EU";"parentcompound(s) = Tetrabromobisphenol A (TBBPA) (casnumber=79-94-7)";"decimal";"breast milk";"measured";10714;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"";"79-94-7";"VEORPZCZECFIRK-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame Retardants";"tbbpadbpe";"tbbpadbpe";"Tetrabromobisphenol A bis(2,3-dibromopropyl ether)";"TBBPA-DBPE";"Parc";;"decimal";"blood";"measured";10791;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.0163;0.416;"";"21850-44-2";"";"";"";;"Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"tbph";"tbph";"2,4,6-Tribromophenol";"2,4,6-TBP";"HBM4EU";"parentcompound(s) = 2,4,6-Tribromophenol (2,4,6-TBP) (casnumber=118-79-6)";"decimal";"breast milk";"measured";10709;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"";"118-79-6";"";"";"";;"HBM4EU Existing studies";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"tbph";"tbph";"2,4,6-Tribromophenol";"2,4,6-TBP";"HBM4EU";"parentcompound(s) = 2,4,6-Tribromophenol (2,4,6-TBP) (casnumber=118-79-6)";"decimal";"urine";"measured";10709;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"118-79-6";"";"";"";;"Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"tbph";"tbph";"2,4,6-Tribromophenol";"2,4,6-TBP";"HBM4EU";"parentcompound(s) = 2,4,6-Tribromophenol (2,4,6-TBP) (casnumber=118-79-6)";"decimal";"blood";"measured";10709;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";0;;;0.35;0.35;"";"118-79-6";"";"";"";;"HBM4EU Aligned studies;Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Pesticides";"Pesticides";"tbt";"tbt";"Tributyltin";"TBT";"Parc";;"decimal";"urine";"measured";12547;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"688-73-3";"PIILXFBHQILWPS-UHFFFAOYSA-N";"";"https://pubchem.ncbi.nlm.nih.gov/compound/Tributyltin";;"Parc Mixtures project";1008;"Pesticides"
"en";"Parc";"Exposure marker";"Dioxins";"Dioxins";"tcbd";"tcbd";"2,3,7,8-tetrachlorodibenzodioxin";"2,3,7,8-TCDD";"Parc";;"decimal";"blood";"measured";15050;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;2.6676e-05;3.6504e-05;"";"1746-01-6";"HGUFODBRKLSHSI-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";3002;"Dioxins"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"tcep";"tcep";"Tris(chloroethyl) phosphate";"TCEP";"HBM4EU";"parentcompound(s) = Tris(chloroethyl) phosphate (TCEP) (casnumber=115-96-8)";"decimal";"urine";"measured";10725;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;;0.089;"";"115-96-8";"HQUQLFOMPYWACS-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Pesticides";"Pesticides";"tcp234";"tcp234";"2,3,4-Trichlorophenol";"2,3,4-TCP";"Parc";;"decimal";"urine";"measured";12516;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"15950-66-0";"HSQFVBWFPBKHEB-UHFFFAOYSA-N";"";"https://pubchem.ncbi.nlm.nih.gov/compound/2_3_4-Trichlorophenol";;"Parc Mixtures project";1008;"Pesticides"
"en";"Parc";"Exposure marker";"Pesticides";"Pesticides";"tcp245";"tcp245";"2,4,5-trichlorophenol";"2,4,5-TCP";"Parc";"parentcompound(s) = 2,4,5-trichlorophenol (2,4,5-TCP) (casnumber=95-95-4)";"decimal";"urine";"measured";12517;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.1;0.3;"";"95-95-4";"";"";"https://pubchem.ncbi.nlm.nih.gov/compound/1480";;"Parc Mixtures project";1008;"Pesticides"
"en";"Parc";"Exposure marker";"Pesticides";"Pesticides";"tcp245";"tcp245";"2,4,5-trichlorophenol";"2,4,5-TCP";"Parc";"parentcompound(s) = Hexachlorobenzene (HCB) (casnumber=118-74-1)";"decimal";"urine";"measured";12517;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.1;0.3;"";"95-95-4";"";"";"https://pubchem.ncbi.nlm.nih.gov/compound/1480";;"Parc Mixtures project";1008;"Pesticides"
"en";"Parc";"Exposure marker";"Pesticides";"Pesticides";"tcp245";"tcp245";"2,4,5-trichlorophenol";"2,4,5-TCP";"Parc";"parentcompound(s) = HCH";"decimal";"urine";"measured";12517;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.1;0.3;"";"95-95-4";"";"";"https://pubchem.ncbi.nlm.nih.gov/compound/1480";;"Parc Mixtures project";1008;"Pesticides"
"en";"Parc";"Exposure marker";"Pesticides";"Pesticides";"tcp246";"tcp246";"2,4,6-trichlorophenol";"2,4,6-TCP";"Parc";"parentcompound(s) = HCH";"decimal";"urine";"measured";12520;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.5;1.1;"";"88-06-2";"LINPIYWFGCPVIE-UHFFFAOYSA-N";"";"https://pubchem.ncbi.nlm.nih.gov/compound/2_4_6-Trichlorophenol";;"Parc Mixtures project";1008;"Pesticides"
"en";"Parc";"Exposure marker";"Pesticides";"Pesticides";"tcp246";"tcp246";"2,4,6-trichlorophenol";"2,4,6-TCP";"Parc";"parentcompound(s) = Hexachlorobenzene (HCB) (casnumber=118-74-1)";"decimal";"urine";"measured";12520;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.5;1.1;"";"88-06-2";"LINPIYWFGCPVIE-UHFFFAOYSA-N";"";"https://pubchem.ncbi.nlm.nih.gov/compound/2_4_6-Trichlorophenol";;"Parc Mixtures project";1008;"Pesticides"
"en";"Parc";"Exposure marker";"Pesticides";"Pesticides";"tcp246";"tcp246";"2,4,6-trichlorophenol";"2,4,6-TCP";"Parc";"parentcompound(s) = 2,4,6-trichlorophenol (2,4,6-TCP) (casnumber=88-06-2)";"decimal";"urine";"measured";12520;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.5;1.1;"";"88-06-2";"LINPIYWFGCPVIE-UHFFFAOYSA-N";"";"https://pubchem.ncbi.nlm.nih.gov/compound/2_4_6-Trichlorophenol";;"Parc Mixtures project";1008;"Pesticides"
"en";"Parc";"Exposure marker";"Pesticides";"Pesticides";"tcpa";"tcpa";"2,4,5-trichlorophenoxyacetic acid";;"Parc";;"decimal";"urine";"measured";12514;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;0.27;"";"93-76-5";"SMYMJHWAQXWPDB-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1008;"Pesticides"
"en";"Parc";"Exposure marker";"Pesticides";"Pesticides";"tcpy";"tcpy";"3,5,6-trichloro-2-pyridinol";"TCPy";"HBM4EU";"parentcompound(s) = Chlorpyrifos-methyl (chlorpyrifos-methyl) (casnumber=5598-13-0)";"decimal";"urine";"measured";12502;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;1.87672142857143;8.72594714285714;"";"6515-38-4";"WCYYAQFQZQEUEN-UHFFFAOYSA-N";"";"";;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc Mixtures project";1008;"Pesticides"
"en";"Parc";"Exposure marker";"Pesticides";"Pesticides";"tcpy";"tcpy";"3,5,6-trichloro-2-pyridinol";"TCPy";"HBM4EU";"parentcompound(s) = Chlorpyrifos (chlorpyrifos) (casnumber=2921-88-2)";"decimal";"urine";"measured";12502;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;1.87672142857143;8.72594714285714;"";"6515-38-4";"WCYYAQFQZQEUEN-UHFFFAOYSA-N";"";"";;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc Mixtures project";1008;"Pesticides"
"en";"Parc";"Exposure marker";"Metals";"Metals";"tcr";"tcr";"Total Chromium";"Cr total ";"HBM4EU";"parentcompound(s) = Chromium (Cr) (casnumber=7440-47-3)";"decimal";"urine";"measured";11513;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;0.216727272727273;0.591699090909091;"";"7440-47-3";"";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1013;"Metals"
